year,R1,R2
1950,23.5,3.7777777777777777
1951,37.0,7.888888888888889
1952,74.0,42.44444444444444
1953,58.625,17.444444444444446
1954,15.375,28.77777777777777
1955,39.25,40.33333333333333
1956,12.125,6.777777777777778
1957,17.5,10.666666666666666
1958,18.125,10.666666666666666
1959,19.125,27.22222222222222
1960,22.875,18.88888888888889
1961,26.375,9.0
1962,30.125,3.888888888888888
1963,12.0,28.666666666666668
1964,25.5,17.666666666666664
1965,35.5,7.0
1966,23.125,24.11111111111111
1967,8.25,40.55555555555556
1968,2.5,1.6666666666666663
1969,20.125,24.444444444444446
1970,13.625,19.333333333333336
1971,38.25,27.222222222222225
1972,9.375,26.88888888888889
1973,23.125,21.222222222222225
1974,6.5,43.33333333333333
1975,16.625,7.777777777777777
1976,31.5,20.888888888888893
1977,16.625,12.222222222222223
1978,22.75,5.0
1979,21.0,15.11111111111111
1980,50.0,24.222222222222214
1981,51.125,21.55555555555556
1982,8.0,17.888888888888886
1983,25.875,6.333333333333334
1984,28.0,15.555555555555555
1985,34.75,11.555555555555555
1986,22.625,21.333333333333336
1987,24.625,21.666666666666668
1988,4.75,32.888888888888886
1989,0.0,30.44444444444444
1990,36.375,8.111111111111109
1991,34.75,7.555555555555555
1992,10.375,6.555555555555555
1993,46.25,15.22222222222222
1994,11.25,33.888888888888886
1995,22.375,20.77777777777777
1996,28.625,6.111111111111112
1997,24.0,6.888888888888887
1998,31.75,31.88888888888889
1999,19.25,24.444444444444443
2000,12.875,18.444444444444446
2001,22.25,21.333333333333336
2002,28.125,25.555555555555557
2003,13.5,14.999999999999998
2004,56.5,8.11111111111111
2005,30.75,17.111111111111107
2006,13.125,10.22222222222222
2007,7.25,26.333333333333336
2008,19.875,22.444444444444443
2009,21.5,8.555555555555555
2010,8.875,11.22222222222222
2011,28.75,15.333333333333332
2012,30.625,18.555555555555557
2013,8.875,18.11111111111111
2014,2.25,6.666666666666666
2015,12.5,32.11111111111112
2016,32.625,12.666666666666666
2017,0.75,10.444444444444445
2018,22.125,11.777777777777777
2019,35.25,23.666666666666664
2020,40.5,20.11111111111111
2021,16.125,17.888888888888886
2022,53.0,13.222222222222223
2023,31.5,6.5555555555555545
2024,15.75,15.22222222222222
2025,15.5,20.22222222222222
2026,26.75,18.77777777777777
2027,13.25,3.111111111111111
2028,24.875,14.777777777777777
2029,42.25,28.555555555555557
2030,19.75,11.666666666666668
2031,22.375,16.88888888888889
2032,27.875,5.333333333333333
2033,19.625,16.333333333333332
2034,43.5,20.77777777777777
2035,31.875,15.333333333333332
2036,20.875,0.5555555555555556
2037,37.75,12.333333333333334
2038,28.5,28.55555555555556
2039,27.875,47.22222222222221
2040,12.375,13.333333333333334
2041,39.625,32.22222222222222
2042,9.875,39.77777777777777
2043,13.75,23.77777777777778
2044,66.625,33.22222222222222
2045,32.25,30.77777777777778
2046,49.375,0.0
2047,24.875,21.88888888888889
2048,12.0,12.666666666666668
2049,14.125,12.444444444444445
2050,31.75,13.555555555555554
