year,gmst
1951,13.89023771712946
1952,13.89815964377672
1953,13.906505766166145
1954,13.884159417359362
1955,13.826505698534575
1956,13.837539926079472
1957,13.82596124255632
1958,13.832801640476
1959,13.845478885283836
1960,13.856310642227616
1961,13.882015913020211
1962,13.881400986642516
1963,13.820313185861812
1964,13.779990155592678
1965,13.745046771110186
1966,13.73594879163755
1967,13.737236138764397
1968,13.695230474969131
1969,13.748289333903283
1970,13.72896753212043
1971,13.788261784404158
1972,13.782168441286318
1973,13.755908304251918
1974,13.797845519629794
1975,13.808071020890257
1976,13.88698950712347
1977,13.962722997425889
1978,13.979108113882909
1979,13.994494088120607
1980,14.006470241543814
1981,13.96964200618558
1982,14.029111109624244
1983,14.041151163759595
1984,14.063622837340334
1985,14.177999376359548
1986,14.188721968994816
1987,14.243649919656622
1988,14.342746737099713
1989,14.347017727015857
1990,14.384969707289756
1991,14.366052292025008
1992,14.273251853812123
1993,14.18443414319031
1994,14.176476116165697
1995,14.214409864794328
1996,14.276909053492956
1997,14.374010188674951
1998,14.446018431726824
1999,14.531958022682092
2000,14.603848168128511
2001,14.65465572759947
2002,14.673111301891309
2003,14.682098971033769
2004,14.66170220786806
2005,14.686840375613263
2006,14.726252940396018
2007,14.802171019605858
2008,14.867796101104345
2009,14.917350236701548
2010,15.002421812146808
2011,15.023115245211256
2012,15.074090763196809
2013,15.117932601850685
2014,15.097179745319504
2015,15.12810417696875
2016,15.152569237026231
2017,15.207552943649407
2018,15.225656525955316
2019,15.2391889968299
2020,15.32821485744435
2021,15.31949766107237
2022,15.362517564162133
2023,15.435588359872698
2024,15.447630557449354
2025,15.493936047291497
2026,15.505328010067656
2027,15.532022765824468
2028,15.594451894418569
2029,15.651487034048856
2030,15.750939751902738
2031,15.778622381048494
2032,15.771315919072457
2033,15.774617695790797
2034,15.810967379962028
2035,15.90258384254972
2036,16.002151067533486
2037,16.09550825048564
2038,16.182258601314633
2039,16.230177446131062
2040,16.253824798055703
2041,16.269936464430405
2042,16.34098233395923
2043,16.37693727858384
2044,16.43729627724729
2045,16.53712722071133
2046,16.535549666446876
2047,16.57950703690245
2048,16.612209369415222
2049,16.56557364595053
2050,16.583235453249337
2051,16.648268710391527
2052,16.68350332862537
2053,16.774814269135334
2054,16.887750708331918
2055,16.936447333933508
2056,17.008224100408412
2057,17.103671791142993
2058,17.11412918211841
2059,17.114360899085433
2060,17.150106228823816
2061,17.186652219758173
2062,17.223928843341753
2063,17.31591870967251
2064,17.356115359508436
2065,17.37660015076444
2066,17.448150694879978
2067,17.501173147910976
2068,17.612696301501195
2069,17.725737162881764
2070,17.76782039587161
2071,17.811836413348235
2072,17.82951105157455
2073,17.835651391662573
2074,17.940226407607124
2075,18.006998951351996
2076,18.10463708495924
2077,18.204467576096334
2078,18.26709366887149
2079,18.305648501775213
2080,18.310604978052407
2081,18.38035671572046
2082,18.430051387025703
2083,18.55088164101908
2084,18.647200564653176
2085,18.693537502437533
2086,18.767610069909573
2087,18.80454409031724
2088,18.859757011259862
2089,18.923718712265835
2090,18.928673380588247
2091,18.95057352012652
2092,19.011218802933705
2093,19.052499718602085
2094,19.15596809296475
2095,19.232290428018057
2096,19.284119734044538
2097,19.3325002008542
2098,19.342949930089205
2099,19.406827817333102
2100,19.422617011760817
