year,R1,R2
1951,1.403549,1.6154195
1952,2.3875213,0.8016528
1953,2.0589666,0.26575726
1954,2.1685913,0.565697
1955,1.756366,0.5591788
1956,1.9092076,0.45567507
1957,1.5683956,0.46155104
1958,1.597193,0.43544683
1959,1.2224703,0.39981404
1960,3.2647586,0.56502736
1961,1.1803074,1.0679386
1962,1.6554519,0.32931793
1963,1.2415671,0.18909518
1964,1.4624829,0.531572
1965,3.1522257,0.4092876
1966,1.1008545,0.7764102
1967,2.5707626,0.36153132
1968,5.6335325,0.38794896
1969,0.8792703,0.8679986
1970,2.7930863,0.3926023
1971,3.5692012,0.48519403
1972,0.9008396,0.7678224
1973,1.8858459,0.20575869
1974,1.5319654,0.8007202
1975,1.5009181,0.8149365
1976,1.4899834,0.18026543
1977,3.5668569,0.34123087
1978,2.0400596,0.75229204
1979,2.3146772,0.53554744
1980,2.215894,0.65504444
1981,1.4078544,0.8483531
1982,3.570498,0.23931417
1983,5.3246174,0.52694684
1984,1.9976437,0.25750065
1985,2.3671687,0.31429058
1986,2.0902185,0.6764392
1987,3.4551604,0.6152439
1988,2.586928,0.873757
1989,2.2047231,0.40817577
1990,1.3322663,0.4423476
1991,1.9229579,0.21912423
1992,5.325957,0.5417485
1993,1.2981397,0.5079392
1994,3.167708,0.31629068
1995,3.2342987,0.45495787
1996,3.818364,0.9127561
1997,0.96568036,0.661202
1998,1.9325794,0.6517885
1999,1.1838549,0.5611817
2000,2.6042454,1.0677173
2001,1.510394,0.8373062
2002,1.589563,0.6271732
2003,2.2682796,0.28702575
2004,2.9266334,0.80220807
2005,0.7954111,0.32449573
2006,1.1051929,0.8624789
2007,1.7758398,0.81714493
2008,1.6229504,0.30109408
2009,1.9291617,0.41356638
2010,2.798643,0.28249562
2011,1.4424429,1.1988539
2012,2.3698804,0.3237229
2013,1.4112782,0.42359462
2014,3.5462217,1.0620077
2015,1.3292865,0.52381957
2016,2.502863,0.33017433
2017,5.542325,0.66607285
2018,1.211762,0.671718
2019,1.3634084,0.6800127
2020,1.4961494,0.7201218
2021,1.2015724,0.52380645
2022,0.8407061,0.851252
2023,2.8742983,1.712781
2024,1.4543846,0.77236885
2025,1.6681417,0.16481464
2026,3.5342603,0.6006597
2027,1.6001382,1.2139263
2028,1.2955422,0.45448428
2029,2.0532734,0.7820303
2030,3.4117894,0.37732616
2031,2.4115517,0.66724306
2032,1.5196862,0.5955286
2033,2.2981298,0.7270393
2034,1.8186283,1.4752219
2035,2.2058709,0.29735762
2036,2.0254,0.39165837
2037,1.9831581,0.51352406
2038,1.9602088,0.74990606
2039,2.6971924,0.19911674
2040,1.1971917,0.38099945
2041,4.6590796,0.5513985
2042,1.4300803,0.77943045
2043,1.3856239,1.1408283
2044,1.8858192,0.7991508
2045,3.6421156,0.96179265
2046,2.610949,1.0843067
2047,4.3813167,0.5908647
2048,2.893828,0.40888214
2049,1.8361667,0.6477058
2050,1.9951003,0.51211536
