year,gmst
1951,13.807511748388729
1952,13.866486374925248
1953,13.87173083128972
1954,13.937004017545888
1955,13.90969694287757
1956,13.91262498327016
1957,13.934238116158252
1958,13.972989726673749
1959,14.017696989464133
1960,13.967690828772122
1961,13.886886935142456
1962,13.824853981455984
1963,13.806425346596733
1964,13.77905113149748
1965,13.815712721555505
1966,13.79771642588014
1967,13.76784903000116
1968,13.773308003909555
1969,13.696606784581308
1970,13.703765384466385
1971,13.716353583784151
1972,13.736300491736095
1973,13.850077352535822
1974,13.89512545103956
1975,13.90425376005078
1976,13.883748449545676
1977,13.908971663156755
1978,13.97155316863512
1979,13.995176241169991
1980,14.043904140327426
1981,14.04020097044113
1982,13.965479226054564
1983,13.984452197121817
1984,14.00303746504901
1985,14.013971572505582
1986,14.095148374988815
1987,14.150216237369484
1988,14.24763170411078
1989,14.284329144207453
1990,14.33342415556515
1991,14.311162194716836
1992,14.228476912619398
1993,14.20153990746857
1994,14.20697850816212
1995,14.28560097005724
1996,14.354863938888174
1997,14.452173011734148
1998,14.463023008377686
1999,14.52812775214326
2000,14.600808505687173
2001,14.652809489841012
2002,14.727755387650122
2003,14.717630413592676
2004,14.751813227170244
2005,14.77022832875689
2006,14.777042807463465
2007,14.843229099508086
2008,14.858029108777147
2009,14.8670891217918
2010,14.910250546548315
2011,14.951309344019313
2012,15.02245907286896
2013,15.128860812417466
2014,15.202393113399069
2015,15.208081443095118
2016,15.235789377669764
2017,15.256619374113958
2018,15.241664870806796
2019,15.309848796914435
2020,15.410275111960262
2021,15.428743646368668
2022,15.521011510874375
2023,15.545277983043237
2024,15.5109503632743
2025,15.512097091205924
2026,15.560047390528135
2027,15.57587580066797
2028,15.619885570140692
2029,15.694368346460848
2030,15.686773734553665
2031,15.719249799616511
2032,15.730487296403112
2033,15.773254282844222
2034,15.851519476728832
2035,15.96767572415206
2036,16.03900047178442
2037,16.062054119132753
2038,16.117826603178024
2039,16.20837936293983
2040,16.344931917042853
2041,16.420520534634136
2042,16.421809732113566
2043,16.404089843604822
2044,16.355226799040945
2045,16.344306081424172
2046,16.35606544285583
2047,16.355383655631208
2048,16.406625804570503
2049,16.478901844459884
2050,16.574664533036348
2051,16.719181120680098
2052,16.818594520488794
2053,16.930185297859715
2054,17.048602221572644
2055,17.06507521057795
2056,17.07412987893711
2057,17.14389963064173
2058,17.18521670776187
2059,17.20700957587756
2060,17.292942422316173
2061,17.37193764475187
2062,17.427271445306637
2063,17.50939539123967
2064,17.553309736718262
2065,17.578045058906213
2066,17.630703799368433
2067,17.703759101901323
2068,17.745513526390326
2069,17.77068400017104
2070,17.77705826129316
2071,17.7881464384347
2072,17.86244420284355
2073,17.90548916504568
2074,17.968593909707597
2075,18.03549303941492
2076,18.09233261977318
2077,18.14863683009386
2078,18.17347226495903
2079,18.222564360282533
2080,18.29010534525108
2081,18.396032226404294
2082,18.49854617998571
2083,18.613597711163376
2084,18.65018480920142
2085,18.684060077325285
2086,18.73521203250107
2087,18.77753014309084
2088,18.844865679873745
2089,18.89536391907573
2090,18.96088054503732
2091,19.01632545432473
2092,19.03159313135544
2093,19.114416410325514
2094,19.16548676403573
2095,19.1678999455282
2096,19.287816154004958
2097,19.307907228715656
2098,19.312606542781825
2099,19.360656711523184
2100,19.33076193236464
