year,R1,R2
1980,304.51126,19.880465
1981,333.68945,32.891426
1982,138.88821,19.115887
1983,151.20601,18.338348
1984,107.51817,18.440199
1985,91.797905,21.451603
1986,63.57895,26.433693
1987,86.429535,15.167876
1988,45.863686,27.282099
1989,175.45662,28.636557
1990,189.98007,17.731367
1991,116.62174,28.819017
1992,118.99825,20.079687
1993,152.10118,18.92951
1994,431.1761,12.51011
1995,257.66995,39.25138
1996,114.68121,39.13757
1997,66.64655,28.294289
1998,291.10547,48.74784
1999,190.7771,21.831604
2000,127.38924,13.567487
2001,123.12521,34.106487
2002,113.63791,32.36604
2003,147.62683,31.436983
2004,269.3797,10.972141
2005,62.596905,47.927692
2006,126.75698,28.494278
2007,109.80996,27.246206
2008,183.23282,14.510339
2009,82.46052,18.168486
2010,126.0306,31.974064
2011,175.16556,34.2417
2012,345.62387,41.473858
2013,196.93304,42.774982
2014,255.47476,37.30046
2015,233.0492,13.623515
2016,125.12904,18.903164
2017,240.89847,21.936514
2018,125.38774,30.598356
2019,95.16137,17.179918
2020,23.036396,29.172234
2021,63.634304,44.197536
2022,188.18057,35.09361
2023,314.25867,76.44315
