year,R1,R2
1950,334.98233,46.601746
1951,127.939896,65.25658
1952,250.0356,34.543507
1953,291.1694,57.947227
1954,246.74313,56.264175
1955,378.74445,99.41993
1956,194.4232,22.537472
1957,104.56552,34.690624
1958,258.0038,31.776741
1959,118.44119,37.66124
1960,134.92757,56.60141
1961,379.26605,50.89352
1962,59.401028,91.81285
1963,226.42581,78.15132
1964,239.77782,54.717304
1965,297.2032,31.772545
1966,212.8315,33.25608
1967,220.84306,92.95914
1968,93.57882,72.31199
1969,259.52295,30.620428
1970,248.20024,73.33179
1971,386.96173,84.731895
1972,232.08403,71.791046
1973,203.29146,95.91308
1974,88.25101,82.89494
1975,123.38353,82.60807
1976,172.28055,132.01796
1977,135.50195,68.15689
1978,118.16642,51.544243
1979,192.45995,56.054794
1980,338.48727,74.73049
1981,384.47195,136.19185
1982,252.86937,61.07672
1983,195.27312,91.86292
1984,194.5547,49.675823
1985,203.75562,71.83281
1986,115.33025,85.07323
1987,169.484,58.757862
1988,100.54376,106.218155
1989,183.61333,116.51462
1990,217.4099,84.49711
1991,154.60573,131.07939
1992,155.93852,72.69333
1993,160.60089,64.048996
1994,344.38712,44.9014
1995,332.76782,138.38054
1996,128.96921,117.92103
1997,72.352394,70.33456
1998,276.00754,130.88544
1999,198.92369,80.26136
2000,140.615,64.25715
2001,149.59769,135.92775
2002,149.80513,112.54455
2003,166.55923,124.79117
2004,293.3917,49.23959
2005,135.13933,168.62805
2006,226.709,123.07845
2007,211.80602,129.19142
2008,229.97792,51.378777
2009,130.09084,83.71613
2010,200.36902,146.78587
2011,266.85245,118.8588
2012,376.03314,113.70354
2013,226.69305,164.12314
2014,249.52393,111.43435
2015,432.15698,57.312588
2016,185.20644,83.97786
2017,364.9367,90.39903
2018,318.37845,98.90287
2019,213.01192,66.827126
2020,98.378,84.62673
2021,186.30472,128.7809
2022,472.74377,68.30311
2023,682.1421,251.50957
