year,R1,R2
1950,230.6094,39.77717
1951,441.97266,36.119617
1952,318.25156,46.32554
1953,273.8647,98.9756
1954,252.08414,52.188168
1955,194.68082,183.01941
1956,298.60297,70.617256
1957,92.44953,73.18446
1958,401.6805,43.62532
1959,304.65598,53.473663
1960,314.9771,128.80925
1961,282.59268,82.048035
1962,584.861,43.470074
1963,593.55054,96.07321
1964,692.11334,100.941124
1965,285.422,83.72372
1966,253.16472,69.15617
1967,360.21304,36.339546
1968,432.95892,85.46607
1969,841.13055,43.507908
1970,417.45206,33.80693
1971,361.49945,32.506287
1972,215.05626,36.14983
1973,286.2563,93.65769
1974,254.56854,118.6608
1975,162.69739,54.710472
1976,145.16945,105.892654
1977,152.35019,40.625534
1978,258.19965,69.60133
1979,173.90536,71.47117
1980,220.53134,64.230515
1981,274.4814,66.623535
1982,148.21005,48.953842
1983,170.5552,71.8795
1984,262.62012,66.129524
1985,229.01881,44.375206
1986,210.4747,28.168592
1987,427.3777,44.064667
1988,339.98367,115.13721
1989,260.5754,56.084423
1990,377.57062,67.190056
1991,518.0878,56.10424
1992,413.68515,53.136772
1993,269.97775,57.067513
1994,300.65186,33.08332
1995,381.40234,50.997353
1996,394.3589,44.895424
1997,124.859764,45.412727
1998,260.52982,111.06362
1999,331.74515,68.11206
2000,187.77444,30.567562
2001,363.22256,79.95035
2002,494.16946,29.21786
2003,248.82214,63.34673
2004,292.50308,96.86895
2005,589.101,74.4493
2006,0.8838611,0.16913065
2007,249.78564,37.856915
2008,541.0266,42.63784
2009,188.2024,85.91072
2010,284.2749,56.758175
2011,491.93323,151.35065
2012,405.41324,179.55974
2013,185.29218,42.941624
2014,226.55548,35.143913
2015,231.09134,113.18917
2016,193.58928,58.17529
2017,218.37267,100.282875
2018,266.31976,29.67797
2019,307.0302,59.374172
2020,256.7682,97.71772
2021,334.46106,94.04162
2022,200.31541,84.817726
2023,161.65836,54.807922
2024,128.09634,110.90998
2025,154.38736,88.57904
2026,323.22604,44.644386
2027,181.44984,103.914536
2028,171.32419,35.54844
2029,128.72726,61.794548
2030,239.16061,57.77609
2031,258.178,76.98497
2032,622.2595,50.973835
2033,257.50342,133.84204
2034,386.0674,68.41789
2035,278.7671,99.35761
2036,424.5911,57.977886
2037,272.13766,52.114998
2038,287.97488,30.732292
2039,331.91718,21.540854
2040,541.5614,29.975403
2041,233.50255,54.673016
2042,273.15393,50.117523
2043,337.80157,68.569374
2044,206.34964,47.346935
2045,184.06535,34.022713
2046,491.60358,68.93571
2047,107.145836,41.828857
2048,173.49304,63.113716
2049,192.20749,37.492245
2050,129.47432,37.577904
