year,R2,R1
1950,10.976483,61.653267
1951,1.9034377,68.39262
1952,3.0922096,44.5175
1953,2.417404,148.15169
1954,6.3673005,65.77407
1955,4.293197,84.39567
1956,6.0718665,62.436726
1957,8.182433,67.25583
1958,4.0990744,61.912697
1959,11.197372,61.793636
1960,26.30445,61.79377
1961,3.6932678,160.08693
1962,33.468018,80.59021
1963,5.328153,135.40242
1964,3.3450649,136.63316
1965,0.2734073,21.196642
1966,2.1386003,77.78365
1967,0.9344137,111.674255
1968,4.6397376,59.128178
1969,6.9594717,68.72498
1970,4.646619,18.059034
1971,4.0371275,58.510376
1972,2.2153418,74.229935
1973,12.656833,18.731512
1974,48.31189,91.90957
1975,3.3471727,17.811796
1976,4.083855,17.006874
1977,6.632432,45.485092
1978,3.4270308,43.549427
1979,8.316588,94.78078
1980,3.8488033,15.912093
1981,0.3730153,20.07188
1982,6.6652517,29.079218
1983,2.555934,27.070086
1984,16.662554,106.27485
1985,6.1755524,9.012603
1986,1.54138,20.734793
1987,6.603529,52.188816
1988,26.723204,22.629646
1989,2.2891366,32.5503
1990,27.419176,92.31142
1991,3.69126,199.31665
1992,3.202034,53.66313
1993,7.118785,52.871723
1994,6.389618,55.778763
1995,28.15286,59.845196
1996,6.946754,98.12817
1997,19.513494,60.097507
1998,2.417033,58.519962
1999,4.1697354,160.76848
2000,20.306576,58.566048
2001,1.731407,59.69805
2002,3.2004967,75.01919
2003,6.0536375,67.55593
2004,1.9501512,136.35954
2005,2.501819,76.35479
2006,9.070829,25.284096
2007,8.245322,95.54399
2008,3.1428838,54.45621
2009,35.764282,132.55966
2010,5.380084,117.00095
2011,1.4653703,16.198416
2012,16.652803,55.74623
2013,6.978679,72.593994
2014,1.68857,68.22777
2015,9.311504,37.56243
2016,17.795816,111.47033
2017,14.516885,44.975197
2018,0.4493738,99.030334
2019,19.502808,132.9703
2020,4.734214,139.44841
2021,23.434336,55.619137
2022,6.960725,16.212204
2023,2.7301946,24.985518
2024,31.994291,126.99812
2025,14.291234,46.139187
2026,1.9066379,41.38228
2027,27.437237,140.42444
2028,3.8020258,82.88377
2029,21.25909,151.86896
2030,7.4208922,92.259705
2031,1.5483032,9.098748
2032,17.185366,165.36787
2033,40.533966,48.820522
2034,6.068607,143.0853
2035,15.007581,47.294037
2036,19.006266,101.305176
2037,10.860112,114.2788
2038,4.3480964,35.78098
2039,3.8996732,80.00172
2040,20.254883,131.2398
2041,18.182951,67.57532
2042,4.820893,98.48751
2043,0.94841945,22.280869
2044,2.7514112,122.980774
2045,1.0688312,23.419468
2046,11.502803,208.62102
2047,6.441465,62.382072
2048,8.590242,65.51496
2049,14.087684,29.026115
2050,4.2238336,17.589052
