year,R1,R2
1950,146.37968,2.6235166
1951,132.68178,4.3404684
1952,129.71422,3.0930452
1953,60.891964,2.289639
1954,53.13478,27.329184
1955,50.192726,5.7305055
1956,223.7924,7.548005
1957,48.179256,3.9721632
1958,26.472147,1.9079031
1959,18.957657,5.596085
1960,54.20027,1.5722277
1961,30.84621,0.57278425
1962,41.779266,7.2817984
1963,28.59389,2.576548
1964,43.83271,17.431068
1965,64.15298,19.257519
1966,150.7927,17.176842
1967,49.124817,3.5986
1968,77.89825,9.784198
1969,67.0094,2.616177
1970,53.15526,26.91927
1971,110.52745,15.042115
1972,69.142746,6.25288
1973,52.49821,6.728031
1974,100.7532,5.608812
1975,25.462479,9.16573
1976,153.01978,3.8531861
1977,28.966412,11.372219
1978,30.250717,2.8256416
1979,58.630363,2.3403754
1980,117.3167,5.082364
1981,157.76045,17.01831
1982,142.05164,4.4562564
1983,61.188442,14.749122
1984,31.421026,1.2544473
1985,84.71376,12.615072
1986,83.38151,7.0843496
1987,78.255806,28.924862
1988,119.56466,6.8758464
1989,45.03983,6.3370953
1990,162.64082,1.6505908
1991,165.96062,31.397818
1992,113.941536,28.225075
1993,24.31482,2.717126
1994,195.35516,21.602823
1995,35.703728,5.5048904
1996,73.75901,2.9931803
1997,136.17937,6.916475
1998,68.48865,7.5594206
1999,40.54069,20.500313
2000,38.84119,39.97386
2001,148.23856,5.9980044
2002,253.19263,8.634947
2003,40.407013,7.653839
2004,149.7103,11.707812
2005,228.89853,18.963356
2006,75.439674,10.918337
2007,134.97021,4.6391435
2008,198.14658,11.420827
2009,47.241917,5.9600224
2010,151.61703,8.41461
2011,14.723923,10.325253
2012,34.16616,3.068711
2013,118.75389,7.587
2014,120.98488,19.098644
2015,150.13379,12.098377
2016,114.10947,6.087014
2017,219.62035,7.298231
2018,181.86017,7.379797
2019,118.857994,25.493212
2020,144.59137,25.687883
2021,126.73869,11.042987
2022,59.942,10.305888
2023,25.56133,3.4193878
2024,83.148575,29.503902
2025,91.682,8.5655985
2026,180.87381,5.92263
2027,66.7981,15.941925
2028,69.03546,13.337971
2029,26.341488,12.7035675
2030,33.272232,2.985903
2031,94.82652,13.884459
2032,38.0334,11.1817665
2033,77.650276,2.3263903
2034,195.37952,11.627546
2035,175.80177,16.165833
2036,155.64958,21.449602
2037,150.39264,4.746172
2038,176.74207,9.918496
2039,68.33988,3.7384377
2040,418.7203,60.50634
2041,212.54668,12.246565
2042,69.50589,6.4979577
2043,176.17426,75.43965
2044,248.60959,8.598879
2045,36.11301,6.299964
2046,221.5025,10.061281
2047,96.143196,15.704556
2048,115.95764,9.425535
2049,104.59795,25.435429
2050,173.52576,17.146572
