year,R1,R2
1950,54.829525,9.268614
1951,49.06028,11.959588
1952,55.95745,34.52922
1953,36.818428,19.489643
1954,47.01913,23.665215
1955,50.931686,8.940384
1956,79.81715,10.522229
1957,74.225235,10.057175
1958,24.43877,24.521847
1959,91.63446,17.137123
1960,18.67225,12.869629
1961,35.781063,8.958105
1962,86.56231,17.263182
1963,42.539917,4.813547
1964,37.553623,6.354624
1965,75.37859,13.038351
1966,117.21713,18.120512
1967,40.82771,4.1876645
1968,69.43838,10.581169
1969,55.471504,8.952198
1970,105.326225,7.820803
1971,16.2823,4.8100924
1972,28.070261,8.004843
1973,25.649055,13.924305
1974,59.887833,6.9337397
1975,18.285212,20.714417
1976,85.54682,20.991426
1977,29.898884,29.273422
1978,8.239477,10.009153
1979,84.12172,17.487608
1980,30.343094,22.13667
1981,85.17542,23.597258
1982,55.463634,26.211056
1983,76.94459,9.925549
1984,73.96008,8.265513
1985,153.20724,25.676796
1986,75.79999,16.486948
1987,84.73812,17.855505
1988,21.367218,28.931501
1989,58.46756,11.378852
1990,16.648754,41.62298
1991,35.60158,33.004726
1992,52.362885,5.6213493
1993,29.309977,9.168238
1994,32.53781,10.979909
1995,43.869804,20.446049
1996,96.9561,17.734447
1997,63.111195,6.334227
1998,85.88838,5.9384804
1999,103.9697,19.821045
2000,83.33929,6.25707
2001,42.585377,9.833151
2002,32.35677,12.974871
2003,37.55799,8.085175
2004,59.853252,13.47623
2005,47.089226,9.890069
2006,47.05258,22.702263
2007,81.83951,29.055984
2008,209.64365,47.58366
2009,107.18375,13.5724535
2010,68.320984,5.996788
2011,148.73721,24.585787
2012,134.87067,39.45321
2013,92.489105,11.978005
2014,41.020054,16.84219
2015,33.93833,28.711838
2016,25.09499,5.534321
2017,14.736961,15.173538
2018,40.468437,22.87467
2019,7.6704063,10.5066395
2020,28.737938,22.56746
2021,26.830181,18.877516
2022,46.3904,18.080246
2023,19.128098,33.21471
2024,24.369438,20.53243
2025,83.77015,10.895591
2026,21.63588,19.585293
2027,85.45563,12.939132
2028,144.66566,24.400696
2029,13.057984,7.281869
2030,37.17506,16.191416
2031,23.88701,34.696995
2032,106.04648,20.735176
2033,11.606226,10.938432
2034,27.525755,14.822264
2035,37.645203,8.092309
2036,51.657806,10.574272
2037,76.15696,30.169136
2038,16.482243,22.436203
2039,46.043125,7.9539433
2040,58.344707,18.61343
2041,68.80685,14.266859
2042,50.867767,20.074036
2043,48.73137,41.175488
2044,97.34912,9.9203415
2045,13.311314,14.511525
2046,36.026424,21.427082
2047,26.536606,20.567074
2048,20.87741,20.14231
2049,6.98853,22.360952
2050,58.21103,23.081768
