year,R2,R1
1950,23.25395,135.27763
1951,18.68046,257.82468
1952,22.12496,178.34866
1953,47.60636,186.19794
1954,23.86217,165.8525
1955,100.24482,123.72996
1956,42.534695,188.6851
1957,39.26868,61.26802
1958,18.914043,250.53085
1959,30.05674,184.84648
1960,73.908394,184.05983
1961,47.253567,182.75156
1962,26.587132,361.77155
1963,40.903145,405.22925
1964,50.613922,440.03976
1965,48.83118,184.55219
1966,43.993298,171.32358
1967,19.440245,215.6839
1968,35.31627,236.09985
1969,21.34007,543.0543
1970,18.635092,271.0309
1971,14.140213,242.8517
1972,17.85377,123.06344
1973,47.509476,178.00739
1974,65.64994,169.732
1975,33.92398,105.284225
1976,62.527096,86.871864
1977,21.610115,91.92743
1978,39.6264,165.8884
1979,33.187153,121.976585
1980,36.53909,138.18098
1981,33.708706,182.91077
1982,29.268389,93.74528
1983,38.978203,100.95827
1984,33.33268,155.25899
1985,25.884079,154.05363
1986,12.084679,126.897995
1987,24.855762,299.45218
1988,59.63322,217.9959
1989,28.380177,173.6993
1990,37.79082,252.3681
1991,27.735723,363.34146
1992,28.975927,258.8973
1993,33.603134,169.16837
1994,15.603676,197.2111
1995,27.87282,284.99454
1996,25.845205,277.72684
1997,23.465763,93.2099
1998,53.528538,163.95238
1999,33.98912,206.55475
2000,16.034199,127.28769
2001,43.568996,247.57355
2002,11.3749,340.4563
2003,35.74067,182.43388
2004,52.75884,204.23775
2005,39.180428,379.2559
2006,26.430119,143.61855
2007,23.514755,164.20503
2008,22.858631,353.80035
2009,56.184654,118.1252
2010,33.489418,170.49603
2011,83.043625,291.46005
2012,99.15701,243.32541
2013,25.322617,132.2945
2014,18.372921,146.01094
2015,58.578255,148.40019
2016,29.664007,133.89264
2017,57.149418,132.01697
2018,17.222511,145.39706
2019,26.526981,209.39723
2020,61.721573,180.45538
2021,52.642166,229.78258
2022,46.27975,112.18806
2023,27.682495,103.03284
2024,63.701233,69.362755
2025,47.83134,99.41111
2026,24.653183,231.0896
2027,50.312798,119.59799
2028,19.381426,106.2138
2029,34.560787,79.951225
2030,27.758497,160.59724
2031,43.783653,155.90916
2032,26.476414,396.53708
2033,73.926254,163.27052
2034,34.415794,245.02191
2035,54.289295,166.05797
2036,29.911472,274.67825
2037,22.220346,204.80458
2038,16.62624,198.41534
2039,10.038766,213.54872
2040,14.960057,333.6574
2041,26.399466,158.0753
2042,26.689219,193.31099
2043,38.93651,220.73102
2044,20.814108,131.75801
2045,19.198359,149.15962
2046,32.72885,345.98163
2047,22.336973,78.78167
2048,35.10107,113.64919
2049,18.669123,130.71657
2050,19.67709,96.769394
