year,R1,R2
1950,210.82549,4.5077643
1951,156.39568,2.3998976
1952,79.75215,13.927087
1953,98.43765,2.1064565
1954,50.50713,26.441
1955,49.04432,2.796269
1956,276.98914,7.480872
1957,57.30388,1.3623931
1958,32.151814,0.63481134
1959,26.109896,7.6102095
1960,81.272194,4.9880967
1961,39.714367,7.769705
1962,24.621136,8.690411
1963,37.66905,1.2694403
1964,122.98592,3.3533385
1965,109.42185,4.11345
1966,161.5291,34.134987
1967,55.718388,3.7495544
1968,71.161026,8.833254
1969,97.937485,6.1262784
1970,111.666115,35.969944
1971,101.372925,5.7388997
1972,134.17346,25.706636
1973,95.99352,11.951483
1974,94.344536,1.8155999
1975,26.748272,10.700312
1976,147.66365,25.465233
1977,42.730583,6.0578494
1978,75.20107,3.448069
1979,88.69333,9.181538
1980,103.96156,8.556158
1981,144.10825,4.619522
1982,299.2123,18.791561
1983,59.57396,5.1217737
1984,76.98362,8.141042
1985,80.439545,5.9380736
1986,167.04337,15.958066
1987,84.85105,10.225005
1988,168.6353,4.472277
1989,115.34498,12.290605
1990,98.66835,5.4035473
1991,213.17906,27.930077
1992,53.185513,6.324669
1993,38.566544,30.287172
1994,177.63712,7.0347924
1995,34.32345,8.3398
1996,87.87851,6.6161337
1997,78.261696,7.2102656
1998,94.950935,24.900812
1999,26.209507,7.6142755
2000,55.7901,8.99148
2001,108.0056,5.6925583
2002,164.62881,4.9679494
2003,81.09532,4.4446673
2004,128.9505,13.5984125
2005,124.88489,8.921147
2006,71.15788,7.0502768
2007,63.010124,33.743973
2008,87.75137,4.8050494
2009,151.56857,2.7292902
2010,165.66666,36.866978
2011,19.556128,8.834265
2012,120.19403,7.932126
2013,141.33038,8.063615
2014,200.35757,9.209489
2015,102.90431,21.62923
2016,90.2346,14.843042
2017,223.8171,8.21994
2018,166.2726,26.16613
2019,78.8275,23.232336
2020,227.12189,156.3008
2021,82.16567,2.3877232
2022,82.50947,7.237719
2023,81.20786,2.5583766
2024,74.96303,6.9938836
2025,145.668,4.379675
2026,277.0498,5.537841
2027,16.967913,27.011135
2028,77.57728,46.021572
2029,28.57238,9.167593
2030,84.51008,54.223663
2031,104.38524,8.492636
2032,66.18885,16.793056
2033,42.40472,4.498794
2034,185.45398,16.96671
2035,77.69529,15.758686
2036,276.95883,14.352923
2037,191.05415,7.119152
2038,173.41455,19.969643
2039,71.33832,11.160198
2040,473.83652,68.57465
2041,223.52089,20.824144
2042,155.37686,6.88296
2043,182.72783,32.031013
2044,188.15424,3.2927136
2045,60.35326,20.06548
2046,258.21494,6.9763627
2047,147.06012,8.372491
2048,126.703705,26.484968
2049,95.25155,22.555477
2050,147.54578,9.436738
