year,R1,R2
1950,165.98663,45.877247
1951,85.29897,64.672554
1952,133.16974,67.50448
1953,105.40333,38.37695
1954,103.29027,33.23842
1955,187.72891,45.598198
1956,215.49706,47.183006
1957,171.04784,47.01275
1958,174.2682,15.175351
1959,71.47815,51.05412
1960,115.9135,69.67972
1961,274.37418,67.20233
1962,145.17589,38.801918
1963,156.47806,55.768715
1964,115.16785,26.493727
1965,83.84808,54.71257
1966,173.23581,38.84589
1967,139.80716,37.945103
1968,119.6737,73.75862
1969,161.09744,56.953617
1970,132.68822,31.736843
1971,167.00403,77.19423
1972,186.86768,70.98181
1973,106.69716,40.489326
1974,162.27402,29.949974
1975,204.82288,47.21675
1976,167.33218,36.457863
1977,113.8253,19.478333
1978,138.14471,22.835083
1979,136.0612,93.5339
1980,230.46667,29.508951
1981,201.35924,24.984013
1982,129.90695,38.73222
1983,115.34314,65.72974
1984,313.31766,26.033236
1985,321.55316,40.708015
1986,250.0501,54.88061
1987,364.62024,46.32271
1988,351.6701,38.744946
1989,207.27028,56.972378
1990,190.51892,33.071976
1991,333.84335,39.585754
1992,143.87106,14.09456
1993,116.45728,62.307777
1994,269.18353,24.550272
1995,115.57702,91.38462
1996,130.48651,25.362991
1997,190.52586,32.784946
1998,53.14697,47.290863
1999,41.106895,44.418953
2000,106.390434,13.675203
2001,152.42992,14.312729
2002,232.95787,30.93361
2003,187.63191,54.719654
2004,131.10637,34.981182
2005,125.300385,30.438122
2006,83.02565,27.27909
2007,109.938446,43.754646
2008,135.90324,98.27571
2009,135.46112,26.510294
2010,139.38069,25.95053
2011,78.86167,63.62484
2012,137.38754,24.482935
2013,85.27399,45.687115
2014,54.531086,73.660225
2015,160.48558,48.48269
2016,151.03047,48.37382
2017,235.14438,56.894257
2018,172.4925,38.204967
2019,114.37718,27.523
2020,115.05913,29.833942
2021,216.20267,41.303783
2022,102.30131,37.338253
2023,124.74404,25.257381
2024,104.390915,39.44022
2025,171.24281,57.59498
2026,182.4368,48.391376
2027,127.35437,42.58194
2028,124.681725,38.478043
2029,100.32907,27.119717
2030,84.329704,38.217937
2031,156.20493,25.985817
2032,107.93608,52.85211
2033,181.70241,56.885815
2034,184.28061,57.595707
2035,171.98312,34.36138
2036,209.61499,29.328072
2037,212.24147,20.51725
2038,286.87274,42.036003
2039,86.73057,23.217548
2040,359.63422,60.59235
2041,251.82263,16.30977
2042,103.395966,14.668532
2043,340.83115,38.532726
2044,145.18896,36.73547
2045,122.236824,28.077194
2046,222.18616,21.428894
2047,226.64955,25.343529
2048,71.2856,27.392044
2049,112.438736,37.345432
2050,194.6902,66.23082
