year,R2,R1
1970,10.795363,70.379486
1971,5.3275146,41.861584
1972,2.405856,133.17201
1973,6.112668,63.63952
1974,6.0630484,46.42866
1975,22.941807,59.20112
1976,3.2974486,24.54386
1977,2.3009515,90.08546
1978,3.8774407,88.093956
1979,11.601684,80.67916
1980,9.8967905,57.743225
1981,7.8267975,64.80772
1982,18.324347,102.62366
1983,4.8244376,71.65766
1984,7.102824,181.87436
1985,2.0485075,101.5239
1986,6.5919766,203.52908
1987,5.156405,56.104156
1988,11.96779,75.4387
1989,34.113426,55.425316
1990,3.7569985,98.564186
1991,16.039473,117.25633
1992,1.7990032,55.868973
1993,28.525675,35.91109
1994,21.8853,66.82136
1995,33.179966,49.696888
1996,6.8729687,98.411316
1997,5.0904593,56.931747
1998,20.453064,25.988407
1999,27.139404,30.907593
2000,4.9375787,31.67551
2001,1.0827137,125.76295
2002,10.388777,97.380936
2003,40.39864,64.88295
2004,22.258038,155.881
2005,8.881108,95.74474
2006,8.14982,57.432606
2007,34.869823,80.63486
2008,22.32319,39.58866
2009,4.0393205,89.06488
2010,11.896176,94.615845
2011,13.638948,11.839385
2012,8.002382,181.47292
2013,17.23114,110.95174
2014,43.8814,58.7796
2015,28.081575,99.39554
2016,7.3738365,57.550083
2017,28.542042,111.78317
2018,4.916277,68.89259
2019,18.175497,69.243835
2020,12.697344,94.17653
2021,5.95068,92.748
2022,0.9656427,40.18908
2023,9.6799135,35.469288
2024,25.673094,47.8971
2025,6.5778594,94.07674
2026,7.8605423,87.86973
2027,5.2572746,80.210594
2028,2.6737275,39.511013
2029,23.724182,9.479233
2030,20.877464,34.979332
2031,7.005793,124.54728
2032,20.836197,53.449043
2033,4.6549854,132.74907
2034,1.6998757,146.29494
2035,5.881616,64.9126
2036,4.0822563,96.93211
2037,2.0472722,85.56708
2038,16.792751,123.376526
2039,9.505507,57.940643
2040,57.255665,156.84465
2041,8.028089,101.64935
2042,20.258698,53.364513
2043,19.045942,135.83804
2044,4.120811,79.45496
2045,7.6425405,67.6802
2046,16.53181,153.58043
2047,6.7477736,94.1039
2048,3.773917,23.634624
2049,12.862216,78.19883
2050,2.2831984,41.06374
