year,R1,R2
1950,171.24474,49.41198
1951,87.87552,57.06558
1952,139.39954,67.55103
1953,118.24871,38.05477
1954,108.481346,32.135185
1955,194.71304,44.87799
1956,267.3664,45.853218
1957,190.48703,45.730324
1958,189.55562,15.557852
1959,76.79544,50.640587
1960,122.11517,65.20676
1961,309.3556,70.43642
1962,153.00708,41.863438
1963,149.90125,50.622757
1964,114.45665,27.220474
1965,92.10226,54.249813
1966,189.1643,36.53582
1967,146.51254,37.84095
1968,130.20192,70.60342
1969,162.25624,58.549652
1970,149.79922,35.161324
1971,182.1104,77.76092
1972,209.5015,70.264915
1973,120.558334,45.249847
1974,175.02005,30.197536
1975,215.14209,49.56527
1976,170.81194,39.337616
1977,135.68094,19.533134
1978,158.67026,23.647192
1979,153.70827,90.37782
1980,253.60725,29.181911
1981,217.1844,29.6804
1982,139.25269,38.63537
1983,127.485634,68.0058
1984,347.5172,25.01237
1985,365.37906,42.420914
1986,246.5528,57.14522
1987,379.44293,44.535652
1988,391.92532,38.718678
1989,223.4375,56.78196
1990,227.55849,33.522587
1991,402.12305,40.740807
1992,159.51337,14.775727
1993,174.34875,65.43003
1994,285.53647,24.654823
1995,126.0778,89.84407
1996,147.88597,25.946224
1997,212.59138,36.1055
1998,62.935097,51.585133
1999,50.141434,40.931156
2000,109.60954,13.531064
2001,158.95285,16.554127
2002,236.45346,32.11308
2003,201.1055,51.143105
2004,150.2417,37.606678
2005,145.699,31.559216
2006,91.09129,28.98023
2007,132.33496,44.466827
2008,150.99115,92.19522
2009,142.29965,27.178844
2010,152.0759,26.471558
2011,87.94846,64.854164
2012,152.4555,22.800161
2013,90.70465,51.050293
2014,65.716095,69.01501
2015,171.73283,50.01645
2016,159.26822,45.860573
2017,269.84738,58.281746
2018,187.69083,34.41717
2019,133.0177,27.952322
2020,140.79282,30.986216
2021,233.94878,40.974422
2022,116.289444,36.11914
2023,131.75513,26.460817
2024,107.564926,41.086777
2025,193.89883,53.64234
2026,187.82942,48.000977
2027,140.2294,42.76926
2028,140.21341,37.57898
2029,109.51293,26.413454
2030,93.080086,39.470364
2031,168.62636,25.229988
2032,114.902504,56.139385
2033,195.96019,58.208454
2034,198.793,59.5291
2035,219.92682,34.92834
2036,212.44733,30.477177
2037,243.31094,20.613382
2038,313.43,41.529606
2039,96.42731,23.778633
2040,383.1584,68.354515
2041,284.66577,17.225657
2042,109.445816,14.845156
2043,352.0858,35.288746
2044,159.21817,35.72349
2045,134.16148,28.265104
2046,226.59335,23.59672
2047,248.0537,26.0532
2048,80.52814,28.48971
2049,117.46626,35.025723
2050,194.76654,68.89807
