time,AM,BC,BP,BSE,BSW,HP,MC,PM,TC,TP,TSE,TSW
1950-01-01,67.59777,72.05433,64.70919,67.07798,63.761368,63.11864,61.613277,64.83891,75.66164,70.91398,69.253,68.23005
1950-02-01,62.929897,70.600784,68.602036,60.52837,62.781757,62.709602,70.245346,81.21888,70.37679,68.39291,65.32357,68.422005
1950-03-01,59.438713,65.10478,60.930756,58.216656,58.669933,61.18171,58.474083,69.98408,72.41572,66.981476,70.743965,70.30958
1950-04-01,62.92973,58.30437,57.621746,61.738575,59.958622,65.1116,55.383003,68.538864,68.97118,63.9155,72.65861,72.262085
1950-05-01,53.784706,57.55613,52.353973,59.519733,62.40358,61.865913,55.04376,71.72836,69.318954,58.07204,72.52292,72.51859
1950-06-01,63.091324,51.21782,50.224,64.32793,61.48612,64.70529,52.48954,68.203224,62.441288,56.883232,70.46439,61.49126
1950-07-01,66.146286,58.655552,52.514805,63.49528,60.909412,62.4249,48.844456,71.34999,63.314396,56.33775,70.78529,55.569252
1950-08-01,64.66287,58.96579,55.745457,58.34605,61.760242,57.92545,52.23733,69.98011,66.15136,62.22421,65.91933,64.33268
1950-09-01,62.174587,64.981926,52.159702,60.711113,62.948864,60.518612,46.04876,67.952774,76.603264,66.79868,70.247795,71.66774
1950-10-01,65.13409,74.11115,67.30044,69.216324,75.4721,73.17389,68.34957,77.54181,81.59166,74.8019,78.60648,82.37001
1950-11-01,71.57374,72.56701,70.15691,75.26629,73.74056,72.56583,73.89988,78.35594,73.6816,74.15379,81.0859,79.16707
1950-12-01,73.95403,81.95277,76.887245,74.047165,72.46819,72.09215,81.80306,86.08463,79.188995,77.451546,78.92045,74.48381
1951-01-01,70.511925,71.926765,70.25468,69.74947,69.73749,69.09302,71.05222,76.78993,71.73276,70.46307,72.675835,73.068794
1951-02-01,69.65548,69.701164,66.742584,65.128365,66.62259,66.100746,65.59633,72.528,73.68867,69.14082,71.48427,70.89289
1951-03-01,63.624027,63.256523,62.39452,65.13053,63.046856,65.94083,59.633793,67.46149,69.46246,65.106995,73.48851,70.01313
1951-04-01,69.533295,60.237682,58.210487,66.97656,63.59844,69.93446,51.997044,61.271477,72.22904,65.19045,76.625435,73.221664
1951-05-01,62.292435,60.20264,58.808426,57.628304,61.2165,60.62024,58.624836,71.726074,71.24027,63.863564,74.51252,73.356606
1951-06-01,61.588528,58.404385,54.935913,58.782005,60.017616,57.43259,49.863335,64.5515,65.14947,58.00654,65.8495,64.81267
1951-07-01,64.37892,55.23567,60.316402,60.738453,59.345947,61.29019,48.587215,64.60893,60.301506,62.52755,65.038864,60.258545
1951-08-01,70.34937,55.649635,58.753902,60.917534,62.791107,60.54934,48.086086,63.03954,61.766567,63.45159,66.837425,61.45942
1951-09-01,63.66279,58.147465,58.86699,64.94137,68.50977,69.12964,52.830574,64.59097,72.69454,66.93191,72.49065,71.13347
1951-10-01,65.96621,73.38698,65.59074,69.1688,69.717354,71.207016,71.18672,79.21938,76.970535,72.14443,75.741356,72.87872
1951-11-01,71.16892,80.55134,75.77727,73.3756,74.500885,74.389275,75.79208,82.85545,81.32578,79.6578,80.35474,78.01566
1951-12-01,71.64269,76.12074,72.999695,71.68109,72.69987,71.825554,74.52302,80.17242,74.88573,72.9789,75.65756,74.18113
1952-01-01,71.829124,71.273994,68.85988,68.91277,68.50206,67.30891,73.41026,79.466484,70.43044,69.889595,70.54122,70.61569
1952-02-01,69.51976,75.45029,71.277,65.839714,67.437454,65.856514,69.552475,76.38321,77.160736,70.72039,70.81565,70.84459
1952-03-01,65.493355,67.6242,64.74266,63.69348,61.967342,64.24659,60.316853,72.7654,73.20686,68.40702,73.88706,75.21694
1952-04-01,63.565914,60.1985,49.681087,60.53934,57.962524,62.166996,55.960323,71.49707,70.844185,63.24359,72.541794,74.28818
1952-05-01,66.16793,58.190315,45.82984,63.458385,55.96325,59.801933,50.631382,66.95818,72.34848,58.329243,77.10837,64.29235
1952-06-01,67.05501,61.2113,55.393414,62.763218,62.585617,62.2821,58.49378,73.029594,65.12996,55.165764,68.24928,57.646805
1952-07-01,60.37686,58.780087,56.93077,62.0275,64.50064,64.78962,47.370586,66.30991,66.42057,60.92027,66.32137,62.315163
1952-08-01,62.263493,59.47873,55.594734,62.5267,61.692837,63.191303,46.24495,64.91813,69.24713,64.59663,69.319374,67.89058
1952-09-01,61.96082,73.15416,60.010136,66.590126,70.40469,69.63049,54.67074,73.00566,82.58691,70.8445,71.772705,73.32225
1952-10-01,66.41059,79.18391,62.476627,67.98482,70.453606,72.90244,61.147503,76.42264,84.75975,75.524956,77.405304,82.95187
1952-11-01,71.95555,83.42785,67.1381,74.89118,78.17101,79.99345,72.86388,81.61857,84.86181,79.61076,82.02566,83.74179
1952-12-01,70.47921,81.05539,76.14328,74.62873,79.12382,78.31786,80.63911,84.824295,79.26919,79.95963,79.83699,81.28153
1953-01-01,70.62247,72.10583,69.973564,69.76009,68.67198,67.47138,76.09393,81.66127,73.02047,71.06573,71.63212,70.14922
1953-02-01,63.307682,77.38746,69.065125,65.267136,66.6437,66.032555,69.64203,78.8938,77.80419,72.74269,71.26167,74.20729
1953-03-01,65.62431,66.74014,62.927586,63.28887,63.30348,65.09414,61.17484,75.32712,71.0283,67.29997,71.215996,71.95089
1953-04-01,65.98099,58.89326,50.333195,66.11471,60.73772,68.41781,56.64814,66.868195,68.32109,57.583984,80.25738,72.77021
1953-05-01,59.275333,59.32623,52.439785,58.676426,59.324146,63.849983,53.949684,69.51017,71.79374,60.715004,72.23223,70.81515
1953-06-01,61.170773,57.241367,57.91467,58.830303,62.107674,62.6029,60.330357,73.88183,67.206635,59.390514,66.84713,63.25587
1953-07-01,62.62241,62.440567,55.749413,60.808113,59.353264,61.60447,51.136017,70.48491,67.759094,62.054333,69.64605,61.87381
1953-08-01,61.574978,64.11923,53.946663,58.98669,60.4263,61.38245,51.295883,68.693016,69.08848,60.500854,70.50627,64.07164
1953-09-01,63.824112,67.84212,55.14282,66.45228,67.655495,65.873215,53.097343,73.14925,74.91504,68.95061,71.82939,75.55357
1953-10-01,65.024895,80.71127,61.114944,62.778305,69.29585,66.80691,68.9962,83.07891,84.042305,76.53315,72.48201,79.56965
1953-11-01,71.65953,82.657486,70.65703,74.10348,77.0018,78.35264,78.169266,87.42707,80.07445,81.93205,82.73516,84.98439
1953-12-01,72.256935,82.68037,73.979034,72.94801,75.322784,73.958626,80.66634,87.713394,79.1242,78.4393,76.78,77.08609
1954-01-01,69.4579,72.480415,67.5176,65.29927,65.36149,64.40558,70.409195,74.96403,72.97246,69.81858,68.89927,69.30226
1954-02-01,71.04107,70.08903,66.10308,67.597336,69.67051,68.43058,70.5959,79.78712,71.4258,67.34283,73.20856,72.48839
1954-03-01,61.793255,64.08224,57.515182,60.168167,58.845695,62.483593,55.748085,63.304085,72.417404,66.58843,71.688614,71.223854
1954-04-01,56.345097,54.305157,48.382088,57.643642,59.106773,61.314064,53.33727,64.827805,65.10417,58.253494,68.6186,68.10938
1954-05-01,65.715866,59.90027,54.432552,63.156754,61.87005,66.95981,56.635483,67.94675,69.065315,59.46484,73.86826,69.922935
1954-06-01,67.89456,55.84229,57.137024,62.30972,59.923603,59.04534,57.16987,75.47188,65.34647,58.637577,60.501534,57.51764
1954-07-01,70.59386,61.74763,55.478294,64.54014,58.210278,58.09115,51.906696,72.59749,66.60192,58.33448,66.83179,64.04501
1954-08-01,66.01518,60.630936,66.380486,63.35575,61.63449,61.420826,60.374416,74.30854,64.06675,60.99099,69.063805,60.53898
1954-09-01,67.67598,65.62192,61.632908,67.29143,65.54156,64.78936,60.67054,74.77542,71.71604,65.10377,71.26792,66.29666
1954-10-01,66.91241,73.28931,59.942554,67.36703,67.43758,67.67268,63.947582,76.947235,82.31728,75.83732,73.454185,77.87161
1954-11-01,69.44272,84.82943,71.42285,72.993996,76.730156,77.27941,81.28127,88.541664,83.50589,81.35367,80.74964,82.84648
1954-12-01,74.65116,78.792366,68.84405,73.17624,76.73531,74.545685,78.159134,85.101715,76.37956,75.76315,78.197845,77.544586
1955-01-01,74.63081,80.392845,75.099174,71.752975,71.83697,70.29789,77.635414,84.645485,77.46526,74.76815,77.50755,73.42457
1955-02-01,68.149,72.38665,66.76637,63.409817,65.18497,63.0242,66.8775,75.93977,70.59284,66.781044,69.33077,69.00243
1955-03-01,61.0129,62.648758,60.26997,60.6064,57.90968,60.392506,57.228313,70.3968,67.35058,61.729767,70.07118,66.91396
1955-04-01,63.24703,58.090305,53.67767,59.799828,63.357822,66.14143,54.12488,67.11555,71.049225,65.471855,71.82042,77.50358
1955-05-01,66.92481,55.21305,48.62772,61.062405,56.321815,58.409348,56.59205,69.48164,67.68939,57.249447,73.390785,71.53317
1955-06-01,65.60179,54.839897,48.191612,56.735104,59.540043,60.605637,53.316124,71.65348,64.17873,53.52153,60.212044,58.660053
1955-07-01,55.86553,58.174202,55.489002,54.2322,58.613754,58.04456,56.725433,74.64049,64.94368,59.40134,62.94637,53.193497
1955-08-01,65.94738,63.928753,47.573387,59.577457,58.13096,60.33919,48.421013,73.42355,71.79769,62.35448,64.929474,63.4434
1955-09-01,62.81837,65.295364,55.575394,62.846066,62.764305,62.88973,50.942856,69.56386,73.817635,65.95757,70.19704,68.185196
1955-10-01,64.64968,74.5291,60.240322,68.32202,69.9729,69.419075,68.76516,82.14818,82.37831,72.376366,73.57159,78.525375
