time,AM,BC,BP,BSE,BSW,HP,MC,PM,TC,TP,TSE,TSW
1950-01-01,10.586667,25.129295,26.612904,12.91964,24.886587,19.658907,21.016052,16.656773,21.29448,24.40148,17.992416,30.697077
1950-02-01,11.201904,17.310966,20.469534,15.485035,21.877317,19.0,10.20491,2.4935064,23.17546,19.893291,22.517334,23.461988
1950-03-01,13.04,26.033552,28.146357,16.851988,26.86314,21.441296,18.115204,9.118738,29.585276,29.308504,16.26598,27.688305
1950-04-01,10.580953,21.00491,21.730585,13.98524,21.502726,17.888664,13.57696,6.638219,24.141104,24.542524,19.353737,25.80234
1950-05-01,16.074286,20.149754,19.61828,17.629766,19.77699,18.935223,17.2644,9.022264,18.81595,22.70206,17.653847,21.951462
1950-06-01,9.950477,20.53028,20.198925,9.96597,15.417121,10.677126,18.958452,17.181818,12.991411,19.374538,9.183099,19.763742
1950-07-01,11.912381,14.731587,17.99104,13.01189,18.74809,16.903847,18.16714,14.0074215,13.21227,19.672478,10.346154,20.918713
1950-08-01,14.594286,17.295418,19.084827,16.04715,15.92421,15.27834,18.010387,13.417439,16.533743,19.189646,12.676598,16.672514
1950-09-01,15.262857,18.588379,23.449821,16.9221,22.245365,17.23077,22.142588,14.588126,15.496933,21.591125,11.524919,18.997662
1950-10-01,13.758095,22.822422,21.291517,13.853628,17.287895,14.522267,13.8224745,9.109462,24.35092,22.76017,10.810401,20.263159
1950-11-01,12.525714,20.982815,18.50896,11.430095,19.239368,15.945344,12.2209635,8.296846,23.346012,23.056524,13.921993,21.477194
1950-12-01,12.56,21.456629,23.471924,15.3895035,24.24482,18.290485,13.118036,5.5324674,24.025766,25.325937,17.890574,26.494738
1951-01-01,10.841905,23.325695,26.329151,15.786387,26.112322,21.140688,16.77337,8.053803,26.045399,26.735868,21.687975,27.45614
1951-02-01,10.12381,20.351883,23.64098,15.226322,23.441113,19.437246,15.579792,9.5528755,21.287117,23.33122,18.839653,24.152632
1951-03-01,14.297143,21.391981,23.39546,15.824518,21.439476,17.893724,16.242682,9.166976,26.4,26.325409,19.5195,23.952047
1951-04-01,8.455238,20.9018,22.973715,13.535875,21.143402,16.465588,22.885742,15.912802,20.280981,23.786583,17.80715,24.09649
1951-05-01,12.695238,17.737316,18.783154,17.01148,19.749182,17.282389,15.926346,11.825603,20.727608,20.317486,16.310942,19.666082
1951-06-01,14.291429,13.143208,16.457586,14.472324,16.884405,14.814777,19.374882,19.057514,9.883435,18.116219,14.86078,20.119883
1951-07-01,11.887619,18.173487,14.557347,13.241902,15.835877,13.150809,17.5373,17.337662,15.526381,18.031696,11.845071,18.33158
1951-08-01,10.015238,19.687397,19.047192,15.765887,17.340786,16.733807,20.66761,17.93692,16.246626,19.311674,13.622427,19.592983
1951-09-01,13.592381,21.620295,20.053165,12.098811,15.49891,10.486842,19.57696,15.102041,17.630674,20.768093,8.686349,20.492397
1951-10-01,15.763809,22.378069,22.817204,13.943009,21.592693,16.217611,14.115203,9.278294,23.52638,24.572107,14.106175,22.908188
1951-11-01,10.308572,19.566284,21.751493,12.03649,21.875135,17.882591,14.65628,7.1243043,22.204908,22.681986,15.268689,24.05731
1951-12-01,10.742857,21.97545,26.142773,15.792128,25.503271,20.872469,14.956563,7.8664193,24.296932,25.515583,19.885157,26.412281
1952-01-01,10.373333,17.782324,23.736559,15.837638,24.740458,20.031376,12.401322,5.2207794,25.825768,26.93344,18.77519,26.69766
1952-02-01,10.794286,20.947626,24.283752,15.655187,22.576336,19.979757,14.912181,7.5732837,22.720245,25.68727,19.509209,26.311695
1952-03-01,13.750476,20.36743,24.947432,16.359573,25.367502,20.898785,16.738432,8.925789,24.441717,25.53196,18.387323,25.026901
1952-04-01,13.327619,17.639935,25.57467,15.803198,23.369684,18.27328,16.738432,6.9907236,19.385277,21.415743,19.074215,19.838596
1952-05-01,11.483809,19.918167,21.992832,15.801558,19.764994,16.5749,21.25779,12.632653,19.560736,21.561014,19.735104,20.867252
1952-06-01,9.6,12.201309,16.455196,12.094711,15.958561,13.0030365,11.987724,11.215214,15.371779,21.022715,11.820693,20.054386
1952-07-01,14.198095,16.810966,16.380526,12.961869,11.762268,9.898786,20.741266,17.97217,10.912884,16.33703,11.591007,16.405264
1952-08-01,13.931429,17.733225,19.193548,14.238213,17.610142,12.834008,20.632673,16.938776,14.636809,17.055468,10.816901,15.016375
1952-09-01,13.92,12.683306,20.867384,12.151292,13.4601965,10.336032,18.819641,11.300556,13.88589,19.579504,8.698267,15.645614
1952-10-01,13.350476,19.126022,23.903824,12.063961,18.444384,11.686234,22.215298,12.16512,19.40368,23.809298,12.773564,18.536842
1952-11-01,14.038095,20.605564,25.903824,13.946699,20.664667,15.577935,20.679886,11.343228,20.970552,24.877443,18.164139,21.680117
1952-12-01,16.300953,24.241407,29.32497,16.876589,24.993458,16.383604,16.352219,6.495362,27.43681,27.498152,17.633802,23.623392
1953-01-01,13.645715,24.463175,23.190561,15.859368,24.853327,19.760122,9.57507,5.41744,28.792639,28.128897,20.06284,29.405264
1953-02-01,11.468572,19.46563,24.349463,13.765068,23.268812,16.119432,14.557129,5.623377,23.395092,26.18542,16.070965,24.566082
1953-03-01,13.379047,21.282324,22.845879,15.936859,20.945475,16.810728,14.357884,4.304267,27.757055,26.516111,20.056879,24.933332
1953-04-01,11.102858,21.825695,24.228195,13.863468,22.077427,18.547571,15.838527,9.894249,25.933743,27.050184,14.257313,24.298246
1953-05-01,14.339047,16.302782,21.744326,18.09963,21.80807,18.185223,18.46931,12.055658,18.894478,22.556787,19.03467,25.457895
1953-06-01,12.807619,14.130933,16.89068,13.99385,17.093239,14.360324,10.22474,12.142858,8.97546,17.80877,11.869448,20.740936
1953-07-01,12.222857,12.560556,16.684587,13.308733,17.458015,12.104251,15.628895,13.923933,12.062576,17.83888,11.013543,18.605848
1953-08-01,12.946667,13.337971,23.005974,16.06232,20.558342,17.860323,17.13692,13.016698,12.003681,20.470154,12.706934,19.577778
1953-09-01,13.24,14.855156,21.419355,11.462894,14.136859,13.910932,17.956562,9.846011,15.931289,19.134706,11.219935,13.005263
1953-10-01,13.723809,12.904255,25.805258,17.634686,23.39422,17.717611,15.423985,5.742115,17.141104,19.950872,13.100759,20.094736
1953-11-01,15.144762,20.444353,25.332138,15.071341,22.340786,16.212551,11.131256,2.6883116,26.483435,24.912308,14.835861,21.721638
1953-12-01,10.819048,20.192308,23.162485,12.504715,21.81952,17.178137,11.542021,3.450835,25.100613,25.772848,17.600758,25.664913
1954-01-01,11.598095,24.234043,25.664875,15.957769,24.65049,21.232794,14.696884,10.384045,25.307976,26.66878,22.057962,29.61111
1954-02-01,9.935238,17.73568,21.57467,13.749078,19.32988,15.506073,9.711992,4.836735,22.197546,23.664553,16.359697,22.763742
