time,AM,BC,BP,BSE,BSW,HP,MC,PM,TC,TP,TSE,TSW
1950-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950-05-01 00:00:00,6.992647058823529,0.0,0.0,4.645056726094003,0.0,2.115702479338843,0.0,0.22388059701492538,0.0,0.0,5.746203904555315,0.0
1950-06-01 00:00:00,0.875,9.447619047619048,6.643373493975903,0.27228525121555913,0.0,0.0,7.515625,8.104477611940299,8.101941747572816,9.672916666666667,0.46637744034707157,0.9302325581395349
1950-07-01 00:00:00,0.0,0.06984126984126984,2.896385542168675,0.0,1.744541484716157,0.1652892561983471,1.953125,0.06716417910447761,2.1262135922330097,2.2375,0.0,3.4953488372093022
1950-08-01 00:00:00,2.235294117647059,6.977777777777778,0.12048192771084337,1.2901134521880064,1.460698689956332,3.2479338842975207,2.9609375,5.313432835820896,7.951456310679611,1.3770833333333334,0.702819956616052,1.7813953488372094
1950-09-01 00:00:00,2.5294117647058822,11.253968253968255,7.959036144578313,2.1312803889789302,2.960698689956332,0.08264462809917356,5.12109375,5.022388059701493,7.524271844660194,7.929166666666666,0.0,5.641860465116279
1950-10-01 00:00:00,1.8823529411764706,2.8253968253968256,0.0,1.1653160453808753,0.0,0.03305785123966942,0.046875,0.2462686567164179,4.213592233009709,1.8270833333333334,0.0,0.0
1951-04-01 00:00:00,0.8529411764705882,5.079365079365079,2.6072289156626507,5.074554294975689,3.4344978165938866,5.574380165289257,3.76953125,10.634328358208956,2.3106796116504853,0.004166666666666667,11.45119305856833,1.4837209302325582
1951-05-01 00:00:00,0.3088235294117647,6.8126984126984125,8.351807228915662,0.5899513776337115,5.925764192139738,2.21900826446281,5.76953125,1.4477611940298507,7.62621359223301,8.6125,0.0650759219088937,8.165116279069768
1951-06-01 00:00:00,0.0,2.7301587301587302,0.0,0.8865478119935171,0.0,0.0,0.0546875,4.223880597014926,2.2524271844660193,0.03333333333333333,2.0889370932754883,0.0
1951-07-01 00:00:00,0.8088235294117647,5.549206349206349,0.08433734939759036,1.0777957860615883,0.0,0.0,2.06640625,5.074626865671642,0.12135922330097088,0.020833333333333332,0.021691973969631236,0.0
