time,AM,BC,BP,BSE,BSW,HP,MC,PM,TC,TP,TSE,TSW
1950-01-01,17.602238,5.5611243,9.540627,15.314482,11.037392,15.642217,5.059415,7.4534664,6.9205894,11.188073,21.765842,14.457127
1950-02-01,15.345862,5.6593504,10.801135,13.255631,10.977816,13.361747,7.989352,7.8060355,5.6482425,8.783341,15.481896,14.316157
1950-03-01,17.963242,5.7255516,11.283699,15.707445,11.706418,15.798918,8.162608,7.4724493,5.1493726,8.288979,20.43956,15.929058
1950-04-01,15.291863,9.655456,13.558309,14.269281,12.968706,15.794135,9.72102,7.964374,7.287939,11.070483,17.048527,16.241179
1950-05-01,14.74445,9.620728,13.382521,13.26706,12.587508,15.378746,9.597624,6.954269,8.14668,10.178236,17.501274,16.141459
1950-06-01,16.562716,8.781547,11.100099,16.724611,13.32103,16.401478,6.4762096,5.277368,9.164896,9.600475,20.524889,15.359069
1950-07-01,13.666805,8.180241,10.8047495,13.364222,11.099588,12.3778925,7.8078895,5.6956935,7.9645553,9.011983,16.278963,15.222425
1950-08-01,11.806652,7.992898,11.649757,13.833813,13.477571,16.785803,7.1604986,5.6198144,8.64729,11.091125,22.432878,16.33462
1950-09-01,14.182211,8.701253,12.651842,15.559397,13.522766,17.200954,7.81798,6.093251,8.579677,10.977983,22.472563,17.330683
1950-10-01,17.342344,6.0513062,12.213925,16.023441,13.056852,16.22974,7.9013863,6.821938,6.2676353,9.791047,20.550642,14.715433
1950-11-01,16.194658,5.6968822,11.124804,15.346371,12.301975,15.930469,6.60589,7.3185067,7.1538033,10.364484,20.309324,14.581357
1950-12-01,14.317968,5.051747,9.321774,12.540514,10.450417,15.826247,5.6030827,7.0269675,5.902656,7.860294,18.122118,14.997295
1951-01-01,15.786775,5.5817466,10.942599,12.852629,10.596996,12.7398815,5.8341317,7.181529,5.7371097,8.345303,16.130247,14.010267
1951-02-01,13.8236475,5.6773176,10.317202,13.024284,11.513141,15.157545,5.7262034,6.254056,6.1624937,9.565923,18.89899,15.242591
1951-03-01,14.390471,7.3365293,11.190517,14.221446,11.565802,15.64032,9.164463,8.326799,5.6680818,8.355062,17.131836,15.011582
1951-04-01,15.719201,9.30728,12.09644,13.796912,12.0486765,14.796026,8.557398,6.7199464,7.042,9.673782,18.232502,16.790865
1951-05-01,14.714874,7.5678153,13.9585085,14.419391,13.5039425,16.560587,8.219156,5.7045903,7.000835,9.654418,18.82973,17.647097
1951-06-01,11.52948,10.234702,12.415895,12.6561575,12.143027,14.204828,8.935049,6.83255,9.550631,11.473942,16.806522,15.914309
1951-07-01,14.109599,7.3281317,10.908874,15.026116,12.625151,15.15534,7.2397456,5.7499123,8.857277,9.507449,20.059505,16.34466
1951-08-01,12.12715,7.818767,11.7264385,12.5974,11.74386,13.811991,7.880081,6.742307,7.833806,9.061887,18.57265,15.097464
1951-09-01,15.322948,9.513317,12.778647,16.70684,13.826537,17.184319,7.9933553,6.624224,8.03969,10.619738,21.264606,16.03338
1951-10-01,14.850068,6.440766,11.356935,15.932415,12.717938,15.306589,7.2664523,7.030441,6.156564,9.530001,21.565035,17.684282
1951-11-01,15.510437,5.3572283,11.240374,15.799953,12.838128,16.501425,6.448032,6.69819,6.0097656,8.908865,20.840843,14.701549
1951-12-01,15.092938,5.704566,10.764769,13.534583,11.88871,15.706068,5.9888005,7.090519,6.870195,9.935273,19.401667,16.295015
1952-01-01,16.449495,6.22946,10.267224,13.3104515,11.284519,16.10425,6.8376527,7.9417605,6.0052767,8.423819,20.10237,14.455157
1952-02-01,16.372423,4.95619,8.8147955,13.007673,8.497417,10.945762,6.152144,6.2599626,4.82908,6.5989294,15.936917,11.096591
1952-03-01,14.75187,6.9100475,10.705627,13.462113,9.830667,12.715851,8.405873,6.982418,6.2831426,8.644903,16.700407,16.840279
1952-04-01,14.276043,11.144015,13.872479,14.486445,13.542074,16.33129,10.260456,8.4996,7.617448,11.579246,18.685398,20.171679
1952-05-01,12.936498,9.542753,12.227025,13.460767,12.59087,14.573464,7.5875897,5.625828,7.5392995,10.060874,17.538074,14.924002
1952-06-01,14.285242,7.913767,13.963878,14.658109,13.749093,14.157342,8.423348,6.099306,7.6071167,9.79454,18.210287,13.438823
1952-07-01,13.727237,9.591348,13.780021,15.597093,14.869968,16.369766,8.609333,5.95189,9.553762,10.975597,19.825336,16.70057
1952-08-01,14.2203,8.54098,11.962974,15.287994,13.105049,16.391335,8.389315,6.494519,8.677749,10.17669,19.819817,16.116108
1952-09-01,14.20379,8.470071,12.895401,13.977126,13.383063,15.342147,8.685303,6.701607,7.188784,10.456541,20.402653,16.127209
1952-10-01,16.224808,7.933282,14.107994,16.422832,15.768632,17.133093,7.110542,5.5944896,6.7943916,10.4169655,20.067371,17.293688
1952-11-01,12.7789345,7.1224413,12.044993,13.748464,12.263204,14.635457,6.2742596,6.1401434,6.6946044,9.883857,17.37321,14.231283
1952-12-01,14.354137,6.141442,9.899227,13.360662,11.704825,15.394553,6.1688685,7.5519257,6.2454185,8.180671,18.480127,15.045413
1953-01-01,13.955992,5.362581,8.429892,12.648135,9.410735,13.504491,6.2605314,7.4971533,5.839861,9.080289,17.30981,14.089702
1953-02-01,18.820555,6.763395,10.913527,15.133372,10.51564,14.293731,7.394578,7.148278,6.415324,8.461988,18.94635,14.221245
1953-03-01,16.49184,6.6163793,11.439969,14.543666,12.678944,16.629726,9.781333,8.465647,5.2583575,8.745247,17.916754,16.705183
1953-04-01,14.624579,10.61354,12.121046,13.833853,11.195341,14.129235,8.9878845,7.547232,7.906838,11.871851,17.822105,16.431856
1953-05-01,12.789238,8.152729,11.297829,13.3577585,12.605476,13.5865755,7.6556215,6.9265,7.807826,10.771151,16.2624,15.565253
1953-06-01,14.193933,8.303863,11.14215,15.5810175,12.4068165,15.672459,7.2438474,5.385204,8.318105,9.967603,18.700075,13.186067
1953-07-01,14.358896,7.190224,12.068766,15.019655,14.931405,18.28552,7.805193,5.37523,7.787088,9.383365,19.278446,16.483953
1953-08-01,13.210735,8.603126,11.620075,13.892361,12.448896,14.555431,7.168341,5.6406736,8.344099,9.929958,18.802681,15.998605
1953-09-01,15.700753,9.293597,13.483349,15.315281,14.416792,17.407259,9.127139,6.6627827,7.6366215,9.006406,19.15604,17.173542
1953-10-01,15.433595,8.08536,12.071047,14.325635,12.9100065,16.364618,8.274227,7.3140774,7.072297,10.397149,21.098042,17.431107
1953-11-01,12.914023,4.9852076,11.767879,13.983213,13.32875,15.424148,7.94369,7.676063,5.843459,8.1875105,19.498547,15.474435
1953-12-01,15.846871,5.9036164,11.652822,14.111676,11.383828,14.521329,7.4011574,7.348431,5.7643547,8.049123,16.587732,14.400798
1954-01-01,15.426726,6.1369333,9.872424,13.100546,10.255313,13.168243,6.180539,8.004809,6.3160305,9.588328,18.400015,15.092482
1954-02-01,14.095238,6.7460113,12.38862,13.163199,12.07934,15.433714,9.602885,8.771711,6.6955085,10.819826,17.909014,18.45511
1954-03-01,17.247633,6.598025,11.5482435,16.219273,12.064252,16.313038,7.4474792,6.4323306,6.1887555,10.0862875,19.281767,16.069813
1954-04-01,16.229568,8.4954195,13.085435,16.25496,14.179954,17.208796,10.624415,8.5167265,6.5172925,9.675531,20.825987,19.06199
1954-05-01,13.895318,7.67659,12.396382,14.0452585,13.02461,15.626664,7.1186337,6.1889143,7.238568,10.390302,16.790703,15.278208
1954-06-01,11.248647,8.121016,12.757539,13.098077,12.761074,15.230016,8.749903,6.498936,8.524136,10.32577,16.716066,14.807573
1954-07-01,12.404586,8.288901,12.140255,12.839763,12.299381,13.327867,8.337016,5.8581004,8.331847,10.186891,14.95485,15.157215
1954-08-01,14.908011,6.934993,10.419775,14.316192,11.66201,14.882005,6.507323,4.8536935,8.389977,10.7755,17.091085,14.180558
1954-09-01,13.854435,7.539855,12.5199375,14.124371,12.451747,14.709818,7.898505,5.806282,7.4358673,9.94698,18.365831,16.236483
1954-10-01,16.060041,7.5184703,13.802769,15.753093,14.16615,16.172976,8.095239,6.904619,7.0168653,10.594725,21.229893,15.322374
1954-11-01,15.32499,5.989594,11.939086,14.686248,13.217248,14.947715,7.128842,7.3440266,6.331906,9.413314,18.600163,16.221771
1954-12-01,15.005131,6.579211,12.805013,13.235388,12.033097,15.300306,7.4925284,7.4818277,6.2890563,9.108119,16.911856,15.823308
1955-01-01,14.568732,5.778584,9.688112,12.2837305,8.866456,11.496312,5.186427,6.052233,6.1826878,8.708475,14.683595,12.655609
1955-02-01,14.311567,5.8199763,10.498198,12.503186,11.21419,14.967027,7.162479,7.4052196,5.5175366,8.148128,19.224974,14.067208
1955-03-01,17.748991,7.1119075,11.2958555,16.839651,10.717805,14.836225,8.719094,7.890242,5.561112,9.155241,21.970325,15.07696
1955-04-01,13.9332,8.491079,12.375559,13.079316,13.067599,15.492275,8.772863,7.2648344,6.044658,11.288006,15.927924,18.342712
1955-05-01,13.426084,9.469174,13.780089,14.039241,13.727528,15.906356,9.41262,7.3334837,8.005921,10.752355,16.064219,16.22641
1955-06-01,12.737895,9.316038,12.918209,12.642016,12.787298,14.900237,7.961781,5.9388537,8.933918,11.0544,15.561781,15.863451
1955-07-01,12.590729,8.027037,12.0894575,14.376155,14.137641,16.24185,7.25868,5.038053,8.02578,10.971296,22.127293,17.305603
1955-08-01,12.87812,10.872511,13.239491,14.270021,13.917788,16.802443,8.683536,5.888133,10.712995,12.032534,21.4579,17.38389
1955-09-01,16.881596,7.7298017,13.281021,17.466057,15.553335,19.469286,7.5220647,5.8969693,8.208668,11.488433,23.367468,19.620054
1955-10-01,15.81503,8.3104925,13.879203,16.49874,14.033578,17.09487,9.607805,7.731302,6.34801,10.74039,20.80868,16.719109
1955-11-01,17.309374,5.201892,11.911871,15.58479,13.556441,16.223335,6.4389677,8.090882,6.153611,9.351798,17.684853,16.009634
1955-12-01,15.950946,6.272485,11.0839815,14.213659,11.63994,15.096318,5.516257,7.100322,7.229534,10.281522,18.405619,15.246075
1956-01-01,16.382318,5.645293,8.983441,13.073888,9.543087,10.957935,5.459203,7.286104,6.3174906,8.017614,17.266256,14.486436
1956-02-01,16.193806,5.990301,10.322119,14.873834,10.307637,15.816041,7.462896,7.3044777,5.6606684,8.054228,21.119907,13.197083
1956-03-01,15.956771,7.5352387,12.264355,14.304783,11.91045,13.575794,9.2584915,7.734747,6.524191,10.326008,19.265842,16.082672
1956-04-01,14.671794,10.040684,12.223068,14.703866,14.015963,17.35557,8.279018,6.843982,7.1062245,11.276747,19.94732,17.940304
1956-05-01,17.023525,10.772343,12.103799,15.586034,12.044437,17.096544,7.7315645,6.141256,8.907672,11.589674,20.001072,16.600483
1956-06-01,14.182311,8.476917,14.025769,12.740842,13.364019,14.18198,9.27824,6.91552,8.315415,11.259017,15.603789,17.97781
1956-07-01,12.360925,8.319477,11.113329,12.782056,11.725493,13.248806,7.2003655,5.584265,8.918116,9.832458,15.017873,14.383891
1956-08-01,13.637272,10.167441,12.364652,13.601475,13.0132065,15.258203,7.9408536,5.912626,10.502925,12.56716,17.965143,17.90003
1956-09-01,13.834731,8.337858,11.898166,14.50795,12.866825,16.225594,8.265952,5.78245,7.6210017,10.780208,21.8493,17.277948
1956-10-01,14.36966,6.973655,12.919233,15.936838,14.940458,17.994696,8.817832,7.382696,6.199533,9.371143,21.480118,16.819471
1956-11-01,14.51983,7.960786,13.267333,14.591043,13.406069,15.476678,6.920299,6.7875795,7.2161026,10.582113,17.343756,16.653818
1956-12-01,14.21704,5.8319387,11.410052,12.998187,10.909639,14.418343,7.36723,7.749628,5.7453117,9.394063,16.953974,14.660261
1957-01-01,15.910007,5.4568715,11.953008,13.910871,12.883051,15.671595,4.7970176,6.464041,7.685489,12.044804,19.619247,19.103916
