time,AM,BC,BP,BSE,BSW,HP,MC,PM,TC,TP,TSE,TSW
1950-01-01,-7.3377423,-27.547132,-28.719181,-15.164502,-28.772417,-28.170925,-24.5016,-17.20594,-27.426527,-27.531452,-26.962534,-37.746246
1950-02-01,-9.381526,-21.148132,-14.9417925,-14.177321,-18.426228,-22.11286,-6.3462706,-4.311906,-30.857656,-27.168243,-24.887545,-27.277943
1950-03-01,-3.8289733,-7.7494383,-7.366413,-7.8206067,-11.283873,-14.002336,-3.436532,-1.4034004,-14.281715,-12.863625,-14.614595,-18.093788
1950-04-01,4.683234,-2.8993008,1.5237489,0.8281797,-2.6392512,-5.2694182,1.4963014,1.4860427,-7.7820835,-3.933995,-5.1532655,-7.7012973
1950-05-01,13.631059,5.8791046,10.998321,9.523847,7.4881063,6.938091,6.4073133,5.0718074,3.0814674,8.537212,2.6483588,2.7464733
1950-06-01,16.942955,15.334448,17.556509,14.317485,12.147015,10.198384,14.371985,11.668652,13.166346,15.895223,8.515123,9.46618
1950-07-01,19.837854,13.324655,20.130629,17.887733,18.547928,16.317827,16.178043,11.848792,13.593463,17.516466,13.230997,16.798277
1950-08-01,19.332815,12.791908,16.53217,17.302809,15.943583,15.612928,15.242362,13.268989,10.205709,12.68716,12.755522,12.060555
1950-09-01,14.143783,8.821959,15.241294,12.378511,13.380478,11.651031,13.829041,11.803607,5.433794,11.279717,6.852681,9.153031
1950-10-01,8.90044,-3.0634885,3.7901611,6.304368,4.212942,2.8015873,1.8536676,2.7420251,-9.306761,-2.3729913,-0.62858224,-4.520811
1950-11-01,5.1734905,-20.579916,-11.021846,-0.5740454,-8.580202,-6.024454,-8.389715,-4.7608724,-23.940098,-18.747015,-6.7360077,-18.395876
1950-12-01,-2.0125227,-17.304054,-14.659097,-8.908309,-18.986334,-19.032331,-6.9698234,-2.845922,-22.765076,-23.440752,-14.444372,-26.021788
1951-01-01,-6.0579257,-24.673576,-19.260588,-12.95203,-21.657227,-23.048088,-13.592309,-7.7188554,-30.73686,-29.268232,-23.999899,-29.502989
1951-02-01,-4.4489274,-18.825191,-13.766939,-10.041371,-15.791779,-17.371479,-8.350574,-4.510665,-25.550306,-23.045948,-18.72324,-25.734426
1951-03-01,-0.17712697,-13.542513,-10.213799,-3.2604024,-10.349779,-10.868781,-6.478346,-4.385193,-22.400229,-19.386362,-9.250189,-20.895588
1951-04-01,6.726242,0.1739235,3.182223,4.7806,0.80709165,-0.1801719,3.862347,4.784948,-7.138109,-3.8114507,-0.49344227,-7.0283756
1951-05-01,12.206199,7.1405144,11.735324,10.544359,10.125724,8.604335,8.512902,7.2526064,2.4265373,6.7325506,1.7743045,3.1036332
1951-06-01,16.695236,10.65426,14.587541,15.611706,14.084744,14.756478,12.550296,11.433104,8.29145,11.54994,11.584121,9.762305
1951-07-01,20.493422,16.691723,19.003614,18.269646,18.654472,16.884512,17.861649,14.987504,14.506551,16.640398,13.582897,15.385588
1951-08-01,19.435076,13.945364,17.272406,17.572165,17.25881,16.579256,15.441326,14.417265,13.827234,17.40517,13.064661,16.191286
1951-09-01,16.390068,9.2177925,12.147861,13.073852,10.88175,9.711598,11.7216215,12.936201,4.9403024,9.582077,7.7891254,7.0616593
1951-10-01,9.837109,-5.219234,2.605876,6.2631516,2.843374,2.1576524,1.6370101,3.4716787,-11.5862465,-4.091669,-0.80664223,-3.876513
1951-11-01,1.7318474,-12.5145,-7.309404,-3.211938,-9.442861,-9.514841,-4.4845223,-1.346429,-17.09673,-14.69042,-9.758088,-17.967329
1951-12-01,-5.8455873,-23.206667,-18.761051,-11.475083,-19.279285,-19.37739,-13.7429695,-7.3574986,-26.790602,-25.881586,-20.381088,-28.68004
1952-01-01,-7.2454863,-28.33605,-21.917412,-13.576963,-22.463753,-23.519617,-13.973513,-8.554438,-33.37797,-32.283794,-24.017921,-32.709244
1952-02-01,-4.6390667,-14.918554,-10.211346,-8.878759,-14.52454,-18.560555,-6.4080405,-3.6851964,-24.09158,-23.91052,-19.369267,-26.341122
1952-03-01,-0.6946859,-9.4173,-5.762449,-3.7703974,-7.7710447,-10.273588,-2.6441553,-1.0754535,-18.208456,-13.95413,-9.782749,-13.8919115
1952-04-01,6.059225,-1.3696865,8.174785,4.0656056,5.810153,2.2858872,3.468533,2.2270348,-7.7590775,-1.0490495,-3.816978,-2.1110067
1952-05-01,10.792122,5.0905857,14.06946,9.556326,11.05569,9.099804,8.877343,7.0648174,0.081338465,8.430706,5.2087917,7.873088
