year,R1,R2
1850,360.05878,19.78617
1851,246.08888,27.11071
1852,132.03665,31.342705
1853,189.83777,45.00688
1854,140.38376,28.139053
1855,170.36786,72.47007
1856,303.43433,24.749372
1857,319.39774,14.592729
1858,187.23851,42.37362
1859,22.71046,61.589928
1860,35.015053,30.94878
1861,200.97284,50.088642
1862,86.44328,26.740543
1863,66.4711,23.200338
1864,70.10569,33.255283
1865,54.83294,33.797153
1866,42.83411,6.632805
1867,409.07346,17.89407
1868,292.1799,7.5705976
1869,374.87097,28.688742
1870,102.53872,24.80166
1871,231.54735,13.265968
1872,287.24338,23.453485
1873,217.91353,57.540897
1874,131.90115,22.503664
1875,144.31038,19.593758
1876,112.40244,10.749982
1877,75.73342,13.139597
1878,226.5319,24.664448
1879,184.81839,18.326958
1880,771.94745,42.46279
1881,178.3544,20.4849
1882,191.36333,58.731983
1883,117.618614,59.535336
1884,241.3143,7.7377563
1885,146.50966,16.246918
1886,167.1703,13.931559
1887,115.08215,49.498665
1888,178.05699,26.59887
1889,85.54297,17.061039
1890,156.63315,12.217081
1891,399.6281,4.626433
1892,423.9617,28.393675
1893,151.15063,13.188453
1894,107.00418,10.5206585
1895,115.0645,17.997175
1896,255.78667,39.177643
1897,414.22504,19.453192
1898,77.23081,3.6964543
1899,34.323944,16.22238
1900,107.66038,18.66246
1901,256.03137,26.97931
1902,235.32043,8.548678
1903,187.05711,16.01286
1904,116.0331,4.673948
1905,337.83502,22.98405
1906,178.82124,12.003768
1907,239.70871,24.930454
1908,158.79521,10.203867
1909,112.363335,28.655964
1910,201.36961,52.97493
1911,411.25803,30.64435
1912,758.02563,47.699688
1913,269.8244,32.03676
1914,428.3139,17.561104
1915,464.81866,7.8341374
1916,345.8831,51.69398
1917,121.598656,12.427439
1918,695.5194,32.049667
1919,87.09262,32.391304
1920,72.574524,25.882496
1921,305.94772,12.457672
1922,106.36112,18.783354
1923,547.1017,194.4865
1924,134.98909,10.633581
1925,436.62747,84.3525
1926,613.47974,38.67115
1927,144.3075,56.212524
1928,160.71925,40.491543
1929,264.4143,52.6553
1930,82.7903,24.951847
1931,136.73846,6.5128913
1932,180.51231,18.830734
1933,168.34174,28.681261
1934,140.3228,12.208262
1935,407.29382,33.562107
1936,315.86987,59.20991
1937,261.15585,24.096268
1938,162.93065,33.970795
1939,149.8314,45.896343
1940,460.0745,90.01026
1941,132.99178,10.925678
1942,553.712,8.182254
1943,339.2723,10.497367
1944,178.68555,13.607567
1945,178.04013,30.006876
1946,207.53214,31.623617
1947,218.69908,34.09295
1948,32.58556,15.202152
1949,172.13966,44.98488
1950,391.99628,24.183758
1951,491.0037,12.776905
1952,328.36215,18.343817
1953,252.1504,43.374855
1954,428.54794,27.117323
1955,174.40355,13.121206
1956,188.64877,7.9562283
1957,184.3864,68.6782
1958,76.85501,21.938879
1959,109.34562,22.757431
1960,672.60095,24.672115
1961,527.59814,40.668774
1962,593.53674,39.567524
1963,548.01416,9.260759
1964,253.73097,17.877079
1965,373.95273,19.092377
1966,128.66096,11.578683
1967,61.254578,7.98637
1968,216.3765,32.540512
1969,123.2618,7.605409
1970,187.8103,5.2315598
1971,114.824196,7.7461014
1972,230.44936,65.56864
1973,223.14784,8.429161
1974,148.96094,18.085821
1975,63.836,71.25374
1976,260.26758,22.86922
1977,298.1773,20.603212
1978,206.36334,54.918022
1979,135.16154,23.861568
1980,106.43204,19.925055
1981,190.56525,32.573242
1982,137.28969,5.854368
1983,207.68991,52.050755
1984,142.24567,43.717335
1985,82.80838,12.126308
1986,159.5064,40.666706
1987,78.3777,7.4081435
1988,216.42984,48.802757
1989,112.07448,20.591866
1990,405.0803,23.893286
1991,194.90016,32.07632
1992,89.39267,31.83986
1993,329.98798,14.725201
1994,162.17697,13.885224
1995,213.37971,29.429596
1996,121.07538,22.11459
1997,231.27605,6.648317
1998,67.62115,35.629417
1999,199.13033,37.409748
2000,481.77274,16.853136
2001,231.51317,13.243797
2002,238.0392,30.905138
2003,542.9807,21.06388
2004,235.29427,43.40706
2005,359.4907,54.57735
2006,115.02337,50.13866
2007,377.69897,18.606987
2008,133.65234,22.382017
2009,269.8059,27.017277
2010,330.9651,15.972606
2011,452.61725,24.436405
2012,266.976,85.03397
2013,268.6587,38.47985
2014,401.01044,12.520942
2015,459.6856,31.670706
2016,216.94104,44.986843
2017,261.1227,21.087723
2018,382.59497,15.742974
2019,334.24402,9.603267
2020,182.50618,15.177848
2021,70.24799,9.929265
2022,168.49498,13.796714
2023,408.07718,54.75863
2024,654.0459,8.698548
2025,56.10161,15.051251
2026,86.358765,17.08445
2027,303.23062,36.653076
2028,180.20197,39.82074
2029,204.73326,8.279979
2030,92.96025,20.172535
2031,88.23974,4.513567
2032,166.84508,21.724007
2033,472.5945,7.2750835
2034,215.37833,84.25201
2035,158.39551,39.28972
2036,212.13318,11.461231
2037,115.65636,74.63968
2038,236.59923,34.972412
2039,409.08386,39.946068
2040,444.58984,20.390774
2041,299.45853,28.783627
2042,291.39352,34.386364
2043,157.70708,30.781414
2044,320.09467,11.440159
2045,207.36855,50.61818
2046,215.83298,18.523355
2047,328.56476,31.886156
2048,360.59155,19.725077
2049,517.87714,23.50522
2050,333.58264,60.863987
2051,208.52463,16.707888
2052,253.94183,18.55217
2053,559.0163,37.687225
2054,248.79503,40.70314
2055,210.51225,33.19559
2056,245.52724,25.046162
2057,549.8304,28.85294
2058,230.08435,64.849785
2059,702.19775,47.312798
2060,84.70228,70.31614
2061,515.96466,39.980743
2062,184.9311,86.94299
2063,102.067696,47.68085
2064,112.0143,38.3406
2065,154.41798,33.163544
2066,339.74942,79.83493
2067,289.18094,29.536545
2068,774.2407,42.317104
2069,201.43051,64.22203
2070,608.41595,184.67305
2071,248.3242,164.31761
2072,1121.407,62.518066
2073,311.86386,20.877895
2074,612.255,62.166203
2075,864.11615,30.941164
2076,279.6572,16.909729
2077,238.61627,30.177834
2078,344.37115,77.29354
2079,619.9711,50.087566
2080,737.2881,24.887047
