year,R1,R2
1850,172.90096,6.376327
1851,338.442,12.459417
1852,160.19638,3.7497377
1853,122.546104,11.914619
1854,77.53957,5.0684557
1855,186.43904,7.1307564
1856,107.06812,11.785109
1857,96.66768,4.9179497
1858,189.63258,2.7915494
1859,120.1113,18.609365
1860,62.134426,5.4558773
1861,193.32239,4.0289683
1862,223.0007,6.804085
1863,96.41199,5.6297517
1864,168.20511,2.8940697
1865,130.84871,7.0162406
1866,89.90312,13.789672
1867,129.75526,5.8563585
1868,230.0502,6.0987725
1869,114.4497,2.6122115
1870,116.42783,7.217808
1871,268.8039,3.6801157
1872,211.39464,3.6476579
1873,123.760315,4.890617
1874,133.14516,14.177217
1875,119.11865,13.381202
1876,150.30975,11.231658
1877,135.81247,6.2140236
1878,118.45535,4.1765623
1879,89.967186,1.0103637
1880,155.50455,9.45259
1881,194.07602,13.697882
1882,71.97862,8.71025
1883,188.52695,3.1519785
1884,63.17393,11.132715
1885,182.30597,3.3978531
1886,73.55758,5.5729494
1887,184.55338,17.671782
1888,257.25742,7.1671624
1889,247.27542,5.722891
1890,115.67531,9.819123
1891,230.29189,2.0587597
1892,238.43886,6.1727223
1893,264.82788,17.029213
1894,229.92317,6.179115
1895,88.57727,8.357285
1896,258.96936,12.791925
1897,362.55673,10.589204
1898,154.19016,2.5477898
1899,111.15531,4.374687
1900,99.79396,5.7479553
1901,207.50949,5.6350727
1902,181.66187,4.804157
1903,159.71628,13.959374
1904,266.66528,8.008959
1905,517.9427,10.877379
1906,358.42654,3.7149541
1907,187.03961,2.996063
1908,179.09198,2.5238738
1909,358.06537,3.3112965
1910,160.07718,15.572694
1911,81.24576,7.1631765
1912,114.17122,2.6637208
1913,121.89716,10.362717
1914,176.34338,12.399144
1915,179.66234,14.006729
1916,157.23297,8.179049
1917,80.90986,7.4004483
1918,110.82218,9.310976
1919,171.34694,6.4266143
1920,128.64383,14.711659
1921,81.496826,3.809846
1922,191.27246,9.9133835
1923,171.5688,2.86439
1924,62.571346,8.637413
1925,299.57898,4.875129
1926,179.72295,3.2818525
1927,252.58514,3.1969454
1928,349.7339,10.928802
1929,98.2097,7.544721
1930,159.52847,4.501091
1931,151.9055,7.398951
1932,466.69223,4.9733276
1933,365.12567,5.9202223
1934,210.32166,4.88514
1935,260.1273,3.1018128
1936,216.84898,22.107895
1937,206.26233,14.471924
1938,159.11339,14.037039
1939,218.98215,4.3978686
1940,95.68961,1.4331293
1941,97.237724,4.7710476
1942,165.67844,6.0303674
1943,142.49066,4.5019903
1944,104.92826,5.8497343
1945,143.57857,5.5464444
1946,183.22417,12.70806
1947,184.88057,9.797695
1948,204.5206,3.3590033
1949,220.43872,11.978841
1950,94.11716,7.1257176
1951,77.89981,5.0638857
1952,85.61281,6.6212854
1953,201.48808,5.792724
1954,129.1827,4.2048225
1955,150.42604,6.0872526
1956,136.55971,2.1117172
1957,62.86354,5.6022606
1958,80.024254,4.3427763
1959,149.79375,9.165386
1960,51.253677,5.7598896
1961,172.32133,3.8569584
1962,335.21652,6.0203376
1963,125.61207,7.4378576
1964,151.96875,4.5289526
1965,277.99377,4.4252114
1966,164.07608,9.506763
1967,105.83415,4.3400483
1968,96.95124,7.9834766
1969,260.75766,8.944069
1970,307.4487,5.1520615
1971,88.29273,6.7180557
1972,135.6462,16.782349
1973,109.50692,11.627403
1974,216.9446,4.522601
1975,176.90683,2.3056633
1976,213.95581,7.2447376
1977,101.6708,11.224874
1978,117.003815,5.7573204
1979,254.59923,3.2207162
1980,241.85948,2.2120237
1981,219.98685,3.9652355
1982,123.060555,12.897028
1983,159.51456,4.308369
1984,229.05103,4.4684687
1985,53.999737,7.049636
1986,303.0927,3.4025986
1987,153.36339,7.9521995
1988,144.20822,8.55569
1989,206.56447,3.562539
1990,152.91365,8.350657
1991,477.02646,5.4119143
1992,143.46837,6.2067804
1993,77.58465,4.072756
1994,273.4788,4.2970486
1995,182.69098,10.013941
1996,96.28705,3.5176299
1997,183.57361,12.923198
1998,62.50703,8.986606
1999,130.51945,8.569493
2000,187.33871,6.458329
2001,162.38533,4.6286125
2002,124.72076,4.528072
2003,66.67172,8.666239
2004,261.38907,3.2866466
2005,243.65266,7.852719
2006,185.8197,4.0688367
2007,202.89178,1.8907338
2008,322.68088,1.3253698
2009,242.13155,2.5521545
2010,162.57964,9.015035
2011,152.22093,3.4407609
2012,60.205334,6.3681045
2013,45.215225,4.819619
2014,54.96073,2.326682
2015,246.59695,2.549901
2016,75.08934,2.47681
2017,54.440144,3.4601927
2018,119.84931,8.519637
2019,409.06427,3.6901689
2020,76.77861,5.765654
2021,126.95546,5.976311
2022,93.57997,4.7740083
2023,274.99112,2.3082755
2024,121.82626,4.3643284
2025,139.50858,6.1760817
2026,204.0341,6.984443
2027,50.317295,4.479448
2028,67.98677,8.02374
2029,97.67163,4.142891
2030,430.18134,4.7101326
2031,93.774506,4.497927
2032,76.04092,4.3327374
2033,90.28276,3.0746732
2034,150.01268,11.142638
2035,127.95661,4.741301
2036,36.720516,2.8502533
2037,100.979996,10.185049
2038,33.558304,7.858123
2039,47.60566,4.2399
2040,64.01423,3.1161675
2041,47.672173,7.029187
2042,48.300938,3.8167098
2043,108.61272,4.2760735
2044,29.674294,2.9100115
2045,43.533836,7.2185903
2046,17.707737,5.932318
2047,65.57945,4.10577
2048,89.29282,5.9339676
2049,88.8228,1.4145801
2050,54.42628,6.431903
2051,73.796745,4.4626565
2052,75.13558,9.053868
2053,211.78003,2.486463
2054,226.82274,5.31415
2055,206.7602,3.9792202
2056,279.32,2.873386
2057,174.33139,8.378502
2058,25.360912,7.6437917
2059,99.20474,4.705966
2060,18.54922,3.8582075
2061,26.908007,4.899927
2062,131.59775,2.056925
2063,161.26067,2.6961644
2064,23.975878,2.4779947
2065,203.24356,9.044827
2066,74.4697,5.211248
2067,111.36995,4.460137
2068,96.46154,6.3826003
2069,19.957022,6.4496517
2070,76.09401,6.226266
2071,77.28124,7.8664284
2072,50.602993,4.6407647
2073,65.39796,2.7849119
2074,42.72629,6.8063293
2075,186.76958,7.3845267
2076,137.2577,3.4139833
2077,10.7176695,5.6124635
2078,16.20274,3.880274
2079,20.561941,6.51274
2080,32.81223,4.7023683
2081,25.56283,6.203709
2082,27.76629,5.4651494
2083,23.834398,3.5192695
2084,19.342094,3.5516667
2085,32.08159,5.6541414
2086,39.9639,6.43547
2087,31.042374,7.294762
2088,37.881542,4.542226
2089,24.869713,3.1113477
2090,28.03658,5.736451
2091,33.767277,3.3276901
2092,43.25259,5.234359
2093,36.045956,4.8968296
2094,32.41882,4.8577547
2095,18.13431,4.116625
2096,30.977114,7.250363
2097,37.229027,9.163947
2098,51.11783,4.1462703
2099,25.960955,3.4308298
2100,78.58776,6.841365
