year,R1,R2
1850,100.6661,27.426857
1851,115.980545,93.09825
1852,269.6604,29.61507
1853,169.71439,61.58401
1854,166.28706,37.25375
1855,226.21475,68.06514
1856,171.32368,68.39348
1857,202.16121,41.10536
1858,131.04272,28.96016
1859,154.00687,28.208353
1860,180.20322,53.369087
1861,44.97398,32.12427
1862,171.37683,7.8579035
1863,133.5878,71.58302
1864,104.87051,23.227772
1865,152.85263,42.448895
1866,111.99952,12.608678
1867,86.0113,29.477287
1868,87.46001,32.708954
1869,203.9172,41.48056
1870,234.67789,29.120655
1871,244.87978,56.43073
1872,56.181786,56.79339
1873,180.1544,20.920237
1874,107.20143,61.604183
1875,81.16311,24.817598
1876,79.42314,18.176348
1877,67.01369,63.09423
1878,46.068726,59.87975
1879,111.051476,32.59194
1880,197.52852,34.206577
1881,194.3935,35.83111
1882,119.76037,22.704912
1883,98.828896,59.22595
1884,92.35889,56.00639
1885,109.36505,28.110888
1886,167.41435,34.14533
1887,52.91095,50.208363
1888,112.40242,26.607466
1889,183.42856,32.88744
1890,87.401436,46.126305
1891,112.46614,34.963684
1892,133.41658,54.344906
1893,53.925964,52.165043
1894,93.60396,22.851116
1895,225.13194,26.711384
1896,38.789253,21.088085
1897,251.02281,31.149855
1898,96.50521,55.759678
1899,110.42354,51.59274
1900,222.74321,52.402225
1901,136.31764,47.970203
1902,81.475655,26.2666
1903,134.76427,31.972288
1904,105.03411,50.993523
1905,85.8013,19.6357
1906,106.438126,60.100327
1907,184.10667,44.213512
1908,109.52264,56.69344
1909,244.08945,54.108932
1910,108.27325,14.044644
1911,102.09004,60.943886
1912,71.77354,41.23856
1913,98.88633,32.671295
1914,108.71878,8.818136
1915,197.82947,42.646038
1916,109.51279,31.903374
1917,127.61443,44.906834
1918,114.89426,83.98507
1919,48.370834,23.189966
1920,317.47083,25.667158
1921,128.96638,48.06333
1922,151.06447,62.387417
1923,230.90802,19.841837
1924,268.0817,120.79766
1925,204.35112,39.07825
1926,154.15456,47.53678
1927,396.89337,23.228905
1928,296.99982,29.921083
1929,226.347,37.177567
1930,260.0413,50.83683
1931,97.76062,22.954596
1932,177.90047,28.142761
1933,111.84025,20.746468
1934,176.5539,45.237568
1935,109.79237,11.112437
1936,155.23709,14.599301
1937,86.8183,18.867275
1938,122.426704,31.939915
1939,131.4089,22.061056
1940,80.33601,23.883375
1941,155.1137,30.592695
1942,295.10025,85.99018
1943,184.48851,56.524136
1944,197.14987,51.761955
1945,158.07402,29.5383
1946,56.30905,35.965477
1947,164.73851,46.28505
1948,155.97652,65.669914
1949,82.66232,13.334831
1950,158.84004,48.270435
1951,364.34622,29.468302
1952,140.01736,22.289272
1953,79.42152,16.723257
1954,169.8353,23.11386
1955,119.6716,29.24644
1956,150.42966,30.384563
1957,183.02943,13.496981
1958,91.503044,20.91977
1959,80.46086,10.036575
1960,184.49226,37.873055
1961,137.2464,33.50293
1962,111.260704,16.325708
1963,120.5126,42.483524
1964,133.6853,27.66467
1965,76.10975,31.057308
1966,66.581055,41.464825
1967,99.68441,16.88898
1968,117.83616,36.882744
1969,128.81989,14.14509
1970,92.348656,44.372852
1971,84.963104,10.631245
1972,62.307655,29.662136
1973,69.23186,46.55649
1974,158.2417,51.63126
1975,121.64085,36.549625
1976,369.68988,27.879906
1977,125.035286,24.688631
1978,137.9105,26.552023
1979,72.55481,55.85144
1980,94.93449,24.361742
1981,229.61856,24.975697
1982,106.133484,27.652386
1983,84.631874,18.734852
1984,78.19228,21.453856
1985,55.58089,24.154505
1986,100.87946,41.577908
1987,117.65944,32.67985
1988,241.52145,51.726833
1989,182.82373,30.473022
1990,81.62122,34.359802
1991,64.71283,35.906116
1992,57.14593,32.14634
1993,65.41626,57.31077
1994,142.3354,72.044044
1995,65.06822,39.814674
1996,125.32245,91.068275
1997,143.94568,44.582287
1998,145.80005,35.39119
1999,142.11925,29.364943
2000,205.49239,30.422977
2001,103.44722,34.550217
2002,85.81258,91.26243
2003,87.18205,62.309464
2004,137.17941,39.93045
2005,191.22095,26.29977
2006,52.49448,29.416388
2007,90.27688,50.82276
2008,175.14148,42.454647
2009,159.50688,32.96874
2010,85.184586,39.64324
2011,208.9377,43.31097
2012,173.89946,41.068024
2013,90.82992,54.65591
2014,82.7295,45.034733
2015,64.85101,31.571917
2016,99.530846,73.146194
2017,106.68984,34.164257
2018,250.9302,30.683023
2019,117.94943,108.95579
2020,204.98744,46.06071
2021,168.69939,37.138355
2022,131.51163,50.63519
2023,148.81578,93.20767
2024,165.57278,41.132256
2025,185.75562,34.37127
2026,68.41839,35.17545
2027,363.57742,108.99969
2028,125.46948,41.405838
2029,239.02234,40.04558
2030,232.08765,50.247654
2031,83.28611,54.890915
2032,122.57766,33.863384
2033,100.39137,42.67949
2034,107.180534,36.34891
2035,202.83456,72.72578
2036,126.56555,56.285614
2037,105.18831,48.82352
2038,167.91107,66.425354
2039,162.54659,80.849556
2040,109.66686,62.28429
2041,146.46144,111.37804
2042,194.87627,44.203693
2043,346.30704,35.904957
2044,242.17268,61.494358
2045,157.68929,42.40715
2046,202.45905,56.731808
2047,102.36397,88.23366
2048,159.07364,44.459076
2049,112.721535,57.18607
2050,130.95836,67.56349
2051,190.3052,69.65825
2052,120.32994,64.47547
2053,140.55557,89.999825
2054,177.72752,118.91431
2055,300.76147,50.431194
2056,167.87405,104.022995
2057,241.23209,86.71664
2058,169.65031,93.87898
2059,191.2929,73.64067
2060,241.47145,55.47055
2061,389.1017,49.69314
2062,128.19186,112.80038
2063,102.197815,101.80035
2064,277.31805,124.475746
2065,209.89359,89.151344
2066,394.89407,80.2338
2067,187.00475,127.56061
2068,212.74957,111.00356
2069,235.00774,116.70489
2070,217.26627,66.47517
2071,250.83957,92.54208
2072,157.0785,160.88524
2073,120.05377,91.15884
2074,312.3817,115.521576
2075,203.84602,144.97119
2076,249.29192,122.48393
2077,343.7999,202.62686
2078,359.6984,108.99722
2079,351.52182,95.739685
2080,437.43372,142.61995
2081,366.91248,189.11685
2082,213.83359,161.08144
2083,217.52553,295.86877
2084,447.054,237.71642
2085,218.49474,134.66417
2086,551.08966,215.12482
2087,577.4203,92.48468
2088,307.37836,177.3276
2089,614.1723,139.62584
2090,478.07465,170.23456
2091,366.78992,164.65837
2092,293.87894,146.4596
2093,319.1742,269.60913
2094,422.00998,142.65544
2095,347.389,170.5906
2096,217.10255,134.85948
2097,422.86728,113.0343
2098,500.14713,164.48822
2099,692.4609,233.64658
2100,477.44852,245.89966
