year,R1,R2
1850,226.32928,54.42938
1851,267.43567,88.55832
1852,376.44656,82.86185
1853,237.45062,25.889965
1854,265.40472,62.369915
1855,195.20207,37.396755
1856,655.4234,47.535114
1857,514.6399,44.62653
1858,231.94101,70.500534
1859,292.18924,52.55734
1860,327.4144,69.64928
1861,407.21805,44.755455
1862,490.35443,43.97019
1863,496.67892,52.82876
1864,296.5872,52.556305
1865,383.58163,82.14141
1866,490.08792,76.987114
1867,444.02533,38.909492
1868,301.9154,98.22182
1869,229.59364,50.1478
1870,449.93338,37.753754
1871,463.39954,21.775347
1872,329.1493,42.595768
1873,459.30673,58.458202
1874,607.8136,66.3115
1875,277.67126,49.845253
1876,276.30573,71.36971
1877,209.75882,47.920685
1878,406.30643,66.78517
1879,441.412,23.085403
1880,398.8586,158.5318
1881,388.83344,37.365246
1882,363.52722,64.22049
1883,522.02356,56.77556
1884,440.65515,34.36156
1885,281.95044,103.23576
1886,403.05515,77.12076
1887,320.37708,36.258743
1888,395.68356,67.3717
1889,401.11252,44.526646
1890,261.7662,61.431602
1891,349.15768,102.06941
1892,349.93472,84.028946
1893,251.15944,45.122585
1894,426.47495,21.7371
1895,470.99597,69.64276
1896,452.46393,51.96159
1897,313.252,72.447014
1898,371.9233,47.94531
1899,476.84863,54.57513
1900,336.78168,35.27517
1901,248.17003,77.10546
1902,170.4139,119.42918
1903,215.97285,41.83038
1904,292.0134,40.82087
1905,270.91776,58.9928
1906,239.87885,84.02589
1907,282.58862,85.93893
1908,449.02484,54.535908
1909,202.59036,18.074656
1910,386.84216,46.5661
1911,205.27937,54.47026
1912,203.3201,41.779694
1913,348.69998,46.159115
1914,521.6935,27.19757
1915,423.25635,37.563614
1916,458.28333,52.691093
1917,509.07758,30.479406
1918,256.93964,23.483969
1919,313.12735,49.01328
1920,290.88443,58.48289
1921,491.1545,53.457397
1922,292.54044,42.732628
1923,320.2901,20.643242
1924,478.0247,41.41817
1925,385.8869,63.14668
1926,238.56216,41.57322
1927,444.25568,70.25951
1928,591.75195,41.143032
1929,273.76553,28.877596
1930,404.3257,13.763036
1931,466.36026,90.27855
1932,489.5922,66.09373
1933,208.97348,59.813526
1934,441.82797,56.999516
1935,638.66547,95.47069
1936,772.7995,26.902168
1937,354.79868,42.683044
1938,574.5878,48.901005
1939,622.1509,63.693367
1940,607.77155,47.12517
1941,270.7714,35.841293
1942,344.30408,18.766378
1943,554.9619,62.643234
1944,298.43088,29.34254
1945,352.69067,52.745888
1946,207.60527,42.773144
1947,275.31384,56.044815
1948,603.5411,50.19485
1949,331.7726,62.109737
1950,429.48685,101.107
1951,338.59625,68.12061
1952,588.84106,93.21478
1953,214.79657,36.912598
1954,278.6935,59.493317
1955,274.24335,19.330814
1956,224.43593,77.477394
1957,243.86479,52.00832
1958,385.97336,46.33807
1959,245.41551,98.54619
1960,248.57205,41.474598
1961,312.81,33.896748
1962,213.1873,54.345352
1963,236.97595,55.03761
1964,280.67493,41.333244
1965,372.87927,79.05508
1966,379.5848,49.850967
1967,256.34326,18.75494
1968,488.21152,29.8084
1969,343.6539,20.91925
1970,228.80824,44.172974
1971,437.34772,59.371597
1972,247.16945,64.80019
1973,409.56982,40.13124
1974,263.88834,36.411644
1975,346.3581,23.77702
1976,481.71497,37.801556
1977,336.96713,69.594986
1978,509.49252,38.265205
1979,631.95245,74.67637
1980,800.44965,91.91297
1981,486.17688,85.065094
1982,509.1303,29.350113
1983,283.34232,35.07218
1984,454.10654,126.15717
1985,302.95895,61.29242
1986,347.65558,98.93756
1987,384.25214,32.21074
1988,431.44913,31.108702
1989,348.81448,101.771095
1990,440.55927,30.402067
1991,624.2557,30.625364
1992,291.99127,49.606724
1993,404.107,22.039658
1994,242.46446,43.948444
1995,530.4172,54.654816
1996,366.1306,50.86307
1997,254.84834,50.980423
1998,373.09586,52.789608
1999,255.0038,66.824234
2000,201.57118,54.361347
2001,317.83466,29.821173
2002,554.7069,68.259575
2003,323.6128,50.554443
2004,393.84213,53.62764
2005,413.0052,86.878975
2006,296.2508,22.260504
2007,646.59375,47.53104
2008,493.9083,138.31238
2009,302.43982,68.61778
2010,530.1301,82.07647
2011,380.82803,124.91846
2012,684.54803,109.75176
2013,668.02734,41.18438
2014,363.96527,88.55938
2015,384.278,104.82892
2016,445.77905,68.46511
2017,475.62634,90.93507
2018,329.95248,55.647068
2019,649.0789,58.177822
2020,357.41556,79.54193
2021,415.323,81.256
2022,563.92175,79.37754
2023,337.016,81.646774
2024,461.0527,38.025085
2025,495.8123,88.21811
2026,277.2091,67.20616
2027,347.75757,34.895157
2028,384.5663,144.1595
2029,387.79166,56.20945
2030,845.08954,70.097275
2031,299.6528,51.688366
2032,369.75723,77.37538
2033,614.2653,91.379036
2034,325.15527,85.48875
2035,382.97617,128.35022
2036,663.08923,143.19565
2037,527.9427,143.22963
2038,405.0014,87.79639
2039,838.8274,79.95831
2040,406.6595,69.57201
2041,666.49243,50.19465
2042,677.9647,137.53493
2043,796.4258,123.28097
2044,496.62445,119.55819
2045,492.21414,132.17485
2046,493.4215,48.24532
2047,854.7524,109.69409
2048,1075.9285,112.52235
2049,711.2633,184.47534
2050,516.73724,139.63963
