,R1,R2
2001,12.464285714285715,5.1
2002,17.714285714285715,29.566666666666688
2003,15.964285714285708,29.96666666666666
2004,30.17857142857144,14.233333333333334
2005,28.28571428571428,7.166666666666668
2006,18.107142857142858,20.26666666666668
2007,15.249999999999991,7.233333333333334
2008,16.428571428571438,13.23333333333333
2009,19.499999999999982,16.400000000000002
2010,12.53571428571429,21.63333333333333
2011,18.35714285714285,11.899999999999997
2012,23.999999999999996,23.266666666666676
2013,21.75,13.93333333333334
2014,32.249999999999986,11.8
2015,50.39285714285715,33.7333333333333
2016,35.2142857142857,26.200000000000014
2017,12.928571428571432,17.2
2018,25.78571428571429,17.433333333333334
2019,58.21428571428571,18.8
2020,16.321428571428566,38.5333333333333
2021,22.17857142857144,28.633333333333333
2022,39.32142857142857,26.500000000000007
