year,R1,R2
1850,35.654835,1.2354391
1851,16.993431,1.7115779
1852,22.516016,3.4067054
1853,9.257256,3.409493
1854,3.8422742,7.8837876
1855,21.738714,0.96074486
1856,0.96570796,1.1211116
1857,67.76657,4.400246
1858,9.143552,2.3775198
1859,14.181395,2.7522466
1860,41.53357,0.92564833
1861,8.229914,4.0815663
1862,17.312202,1.9512143
1863,12.228875,0.9362143
1864,4.9980164,0.8721126
1865,12.182386,1.0061368
1866,26.913815,0.77540606
1867,67.57306,1.6521899
1868,3.2072964,4.809711
1869,35.861404,5.2724495
1870,10.853515,1.647376
1871,16.474855,2.6072972
1872,5.5720725,3.8096242
1873,14.73013,5.631417
1874,7.046589,5.2561994
1875,17.299934,2.3487217
1876,2.353642,2.5384936
1877,23.477568,1.489579
1878,58.85828,2.046525
1879,6.1441965,5.902587
1880,12.414096,2.8714814
1881,47.427963,1.8684808
1882,26.181128,1.8204479
1883,5.351268,5.7497416
1884,8.110355,1.010919
1885,36.41563,2.5903091
1886,7.438526,3.9685261
1887,6.0043197,2.0478938
1888,9.960757,2.8520467
1889,5.5529823,1.3521726
1890,32.54563,7.564721
1891,17.64476,1.7397227
1892,6.9868197,1.1856577
1893,17.912811,3.6478512
1894,25.985865,3.5012739
1895,10.68761,1.0854629
1896,4.837351,4.994003
1897,20.335497,2.173725
1898,7.291186,2.3942232
1899,27.283089,1.5708317
1900,12.087244,7.6005836
1901,10.136473,0.96488214
1902,32.358818,6.3524485
1903,12.077026,3.7988052
1904,14.732691,4.1864314
1905,35.089897,1.5146339
1906,23.227375,2.6907227
1907,14.928888,1.5965115
1908,4.483399,0.995748
1909,8.489407,4.030172
1910,20.619114,2.9150412
1911,12.032507,1.43977
1912,1.3598568,1.4059663
1913,12.373657,1.3882003
1914,45.09931,1.5572613
1915,15.055321,5.8346496
1916,5.5940933,2.4795973
1917,20.105286,3.8857825
1918,12.489509,1.4847507
1919,26.92063,3.3721848
1920,8.829614,0.3114616
1921,29.65849,2.0369027
1922,13.742417,1.1117132
1923,13.447658,2.7059045
1924,11.255394,1.2436051
1925,11.027315,4.7396636
1926,15.97005,6.499127
1927,64.01189,1.504403
1928,1.9647896,2.1438534
1929,11.479272,3.1993287
1930,26.934128,1.8499813
1931,20.303476,1.5814489
1932,5.62895,4.728526
1933,11.906005,2.5094326
1934,14.37465,6.698705
1935,5.3325853,2.9990845
1936,1.3348768,2.8408563
1937,8.805079,3.011241
1938,11.455339,1.0719585
1939,16.763617,2.4083433
1940,8.479559,1.741857
1941,4.846637,5.167462
1942,4.294543,2.55248
1943,12.162625,5.3347516
1944,4.3215513,1.3561927
1945,11.012717,0.4364064
1946,31.410978,6.671455
1947,6.689789,2.5475407
1948,8.575121,0.56420434
1949,42.666943,5.503841
1950,6.2105722,1.4983972
1951,4.7345853,3.397078
1952,6.237236,0.79885936
1953,19.439482,5.27703
1954,70.65924,1.9534767
1955,12.225169,2.044831
1956,6.085863,0.6987263
1957,25.891489,2.1891634
1958,27.08494,1.2306898
1959,4.8864923,3.777554
1960,5.9371495,1.1269363
1961,5.946363,8.9533825
1962,34.930706,3.5704186
1963,62.186787,1.0977577
1964,1.995256,0.9274342
1965,43.62814,1.5469564
1966,14.356624,2.78477
1967,30.295666,2.7282588
1968,1.917258,6.140544
1969,10.205979,0.57457435
1970,41.812473,2.7045426
1971,3.3744187,3.0819223
1972,5.0361614,0.5520291
1973,19.850891,10.144388
1974,32.36346,6.212736
1975,14.5567,4.8321514
1976,9.040407,1.9537299
1977,13.70896,8.359998
1978,4.1934004,15.075706
1979,21.797318,1.9245949
1980,13.420083,0.9209702
1981,10.983656,1.4525913
1982,18.030935,2.8337905
1983,27.429289,2.3261774
1984,5.5513964,2.2140815
1985,7.151203,3.9776793
1986,14.071031,0.72997427
1987,5.9542913,3.1722677
1988,2.3763733,0.6157298
1989,4.9030023,6.817753
1990,15.12451,1.6793967
1991,6.3359876,1.728305
1992,9.918758,0.681355
1993,6.785758,0.70647985
1994,4.2890253,3.3891807
1995,20.921366,1.1118829
1996,7.1599703,2.2236915
1997,24.803076,6.141348
1998,50.82905,0.57332647
1999,17.46594,3.3797696
2000,1.7698077,1.5244372
2001,15.192958,3.049002
2002,26.541784,6.598713
2003,11.315344,3.5687764
2004,1.1513246,1.6966245
2005,15.22114,4.0541544
2006,7.758889,1.7456214
2007,26.346018,0.5676853
2008,3.8305278,0.69465786
2009,7.3542123,3.49508
2010,17.679302,10.523074
2011,61.690693,5.6021605
2012,1.3828667,5.5039287
2013,56.94422,5.441484
2014,46.879616,8.141055
2015,16.210588,7.0884914
2016,5.451257,2.882064
2017,9.052309,11.099984
2018,17.278187,2.5424728
2019,50.242085,3.6484356
2020,2.253105,2.7919354
2021,24.939833,15.136874
2022,73.948135,15.337839
2023,16.110386,10.152128
2024,10.413802,0.48488846
2025,25.811216,6.8534217
2026,52.149803,2.620164
2027,28.020687,9.307771
2028,2.8573985,1.6132221
2029,14.269232,7.4469595
2030,44.68651,4.880387
2031,49.498734,8.447819
2032,6.291701,1.6098886
2033,34.884247,8.02854
2034,90.8764,26.018976
2035,16.966518,3.612613
2036,18.84131,2.2465944
2037,35.284077,9.177369
2038,45.368793,5.6418405
2039,12.664198,5.596533
2040,11.71232,4.231945
2041,46.780422,12.185428
2042,27.572039,15.176951
2043,12.798193,28.531504
2044,11.031376,2.7619822
2045,11.418177,13.658679
2046,61.372463,12.529521
2047,43.915413,6.9969907
2048,1.7116929,2.3066754
2049,26.756289,15.427973
