year,R1,R2
1850,92.48505,23.102016
1851,91.6712,19.3605
1852,59.89224,30.98409
1853,85.64593,10.202236
1854,51.784023,48.005104
1855,105.925316,9.035025
1856,56.10414,17.371859
1857,64.75292,10.723775
1858,114.44944,13.142463
1859,75.787415,7.1539736
1860,44.89196,6.053134
1861,64.67768,9.928239
1862,40.51261,6.4112387
1863,30.395113,7.9008975
1864,59.56345,20.29761
1865,39.95995,38.76351
1866,48.738514,38.229378
1867,117.97402,32.562016
1868,20.672585,14.64911
1869,64.00146,10.504371
1870,82.6681,9.305343
1871,43.507595,5.086136
1872,90.807976,18.057611
1873,75.11851,16.163733
1874,62.103027,4.647437
1875,38.37359,22.212551
1876,60.23045,11.676398
1877,54.460686,10.826516
1878,52.08232,11.726852
1879,55.292053,12.377287
1880,92.66353,15.047012
1881,24.509317,4.649773
1882,89.49032,10.447485
1883,96.56736,12.618054
1884,89.446335,19.754086
1885,51.653084,8.913083
1886,114.558136,10.654558
1887,69.0185,17.290716
1888,71.75776,12.6607895
1889,92.68587,24.129663
1890,29.86715,10.962489
1891,36.98118,22.167524
1892,36.28719,6.468787
1893,40.32938,7.5035367
1894,63.53538,10.165017
1895,107.991394,10.314848
1896,46.37768,24.118855
1897,53.855072,12.515347
1898,73.883095,8.038314
1899,72.19716,4.708732
1900,37.141045,7.965177
1901,75.090515,64.57259
1902,59.08282,4.914348
1903,179.42456,16.517965
1904,84.39646,5.212123
1905,65.73645,22.312248
1906,56.16955,19.09886
1907,96.278244,9.725801
1908,66.77435,45.474342
1909,49.142944,12.457367
1910,163.78148,16.130808
1911,115.53218,13.234134
1912,24.857903,40.52817
1913,87.74481,9.045971
1914,49.23978,10.388845
1915,50.32248,26.723078
1916,79.28704,25.032282
1917,162.12769,8.953874
1918,33.830963,14.106038
1919,49.844563,44.908543
1920,180.95932,12.867286
1921,56.275753,16.791935
1922,55.427647,13.780753
1923,127.98562,16.57155
1924,278.16498,14.572638
1925,37.63357,11.821517
1926,118.229355,7.9908495
1927,37.172985,6.8543906
1928,94.71587,6.9678454
1929,102.898674,5.9981794
1930,85.37274,7.98975
1931,48.371063,11.603503
1932,54.737465,12.242105
1933,100.7113,26.45224
1934,76.55518,24.655685
1935,95.41126,22.792164
1936,98.12835,17.331825
1937,47.90861,21.998316
1938,75.73093,8.349556
1939,47.013523,22.954199
1940,64.73698,9.737981
1941,38.78749,7.4681873
1942,29.76032,21.249142
1943,79.07631,20.537594
1944,95.75965,11.356174
1945,108.699936,17.618326
1946,50.905117,9.661863
1947,53.116028,13.337955
1948,83.288895,12.360821
1949,127.68201,12.361673
1950,38.20557,16.930218
1951,74.59087,10.681025
1952,39.95142,11.568673
1953,122.50842,12.177135
1954,21.95688,42.389503
1955,24.849508,35.25206
1956,125.93347,13.359954
1957,156.4002,101.97897
1958,106.19173,27.461363
1959,191.61795,10.605409
1960,35.824936,51.887867
1961,40.21785,20.251366
1962,58.619625,26.55906
1963,98.49913,26.951166
1964,38.789574,11.759734
1965,58.892838,11.409526
1966,38.413593,12.682904
1967,61.32484,10.899723
1968,72.618286,5.0169344
1969,26.668568,14.039321
1970,50.514965,4.3509517
1971,56.95424,3.6821797
1972,78.36986,10.362186
1973,104.535736,4.5682435
1974,114.461494,7.91126
1975,105.41992,19.191067
1976,25.93101,17.825825
1977,119.909134,19.529894
1978,36.60232,18.507973
1979,59.603073,23.833445
1980,51.595493,14.861994
1981,26.819887,32.080193
1982,42.094906,7.869002
1983,40.88285,13.28043
