year,R1,R2
1850,78.14006,15.167641
1851,24.471754,8.19548
1852,120.46265,9.090054
1853,20.861835,9.66608
1854,21.609692,10.224671
1855,27.408043,7.9955573
1856,114.996796,6.309908
1857,98.588135,20.24483
1858,56.987232,14.762519
1859,71.56669,12.5940485
1860,59.82553,15.298395
1861,41.04626,28.61962
1862,45.525158,7.705023
1863,60.427906,10.474376
1864,27.977154,7.4012246
1865,185.7658,15.028575
1866,41.554985,6.6921515
1867,120.52613,10.997592
1868,108.246895,9.577101
1869,32.38154,10.641048
1870,43.216267,3.6072564
1871,101.44842,8.322075
1872,47.531197,21.06908
1873,62.531494,10.228032
1874,47.537586,10.44217
1875,99.00285,8.430875
1876,69.92346,8.756729
1877,134.59656,4.7045345
1878,74.197365,6.4029994
1879,11.051519,4.518034
1880,121.740005,7.5783916
1881,136.37624,8.980824
1882,51.53166,13.027953
1883,20.28269,21.166847
1884,22.98935,6.844044
1885,72.23448,18.599157
1886,62.501953,18.355291
1887,54.77786,5.243898
1888,74.98271,13.360698
1889,120.79721,16.13667
1890,50.46597,7.449833
1891,86.55818,4.4358406
1892,133.83498,11.741733
1893,40.91342,13.304867
1894,63.34468,15.677367
1895,70.35277,7.99207
1896,71.92408,7.1056633
1897,33.708138,8.580802
1898,61.263157,12.453593
1899,14.273575,16.685497
1900,24.150928,32.576622
1901,26.83797,14.233616
1902,69.66776,5.628273
1903,41.654903,11.442263
1904,26.563408,8.799023
1905,15.470633,9.166735
1906,20.799864,8.048174
1907,49.281673,9.634251
1908,73.68411,7.912489
1909,37.06665,4.8468976
1910,69.87456,12.365784
1911,38.004272,8.071515
1912,45.596004,7.2740707
1913,22.483698,10.050008
1914,94.47322,7.1756454
1915,83.0236,10.477378
1916,120.366684,11.272367
1917,27.436111,13.238199
1918,86.11079,7.9871697
1919,28.14226,11.04075
1920,47.510983,7.2700896
1921,21.1828,4.7955303
1922,15.304946,5.4717073
1923,29.656078,12.865832
1924,57.908306,22.519194
1925,175.0989,10.024103
1926,98.6406,12.331216
1927,86.42141,11.967238
1928,40.990227,7.2570934
1929,68.25608,7.57593
1930,49.402992,6.993568
1931,64.96011,6.9150424
1932,134.37167,11.275931
1933,28.224152,10.471405
1934,34.996914,8.463033
1935,40.620007,4.4663744
1936,105.416985,24.48308
1937,106.52034,7.0264387
1938,159.93759,7.2781835
1939,126.69889,9.383585
1940,15.868084,8.569971
1941,31.891916,7.570937
1942,144.09378,5.944484
1943,63.041836,7.6829486
1944,66.69071,7.260647
1945,142.10872,10.903039
1946,117.56753,12.8251295
1947,28.271355,19.622763
1948,15.85258,5.9713273
1949,80.37594,8.45912
1950,58.085377,10.713008
1951,103.30994,11.839612
1952,103.16453,8.98735
1953,18.215046,16.302862
1954,10.416493,11.471431
1955,73.427,14.78678
1956,33.07062,10.72502
1957,46.01719,15.06035
1958,46.157047,7.363901
1959,34.186684,18.381252
1960,28.5877,8.346461
1961,165.83496,15.242679
1962,151.75595,12.300094
1963,14.542245,7.4045825
1964,92.1474,12.589582
1965,48.63228,10.448363
1966,47.457516,8.975713
1967,96.56782,11.931064
1968,54.48244,6.8908725
1969,38.51331,6.7765326
1970,302.40347,5.9249816
1971,25.846382,8.340656
1972,54.521004,6.560211
1973,33.685936,7.8064175
1974,83.303894,14.134622
1975,76.236786,9.5089655
1976,30.989525,14.54955
1977,24.683249,7.5345674
1978,33.041203,12.734906
1979,40.047913,5.606877
1980,106.06813,12.6192875
1981,123.66919,7.1263404
1982,136.75896,9.366408
1983,17.90361,12.031802
1984,25.626217,8.873405
1985,56.32335,4.466463
1986,51.265987,6.3504567
1987,93.18248,12.267828
1988,105.147125,27.28951
1989,44.795597,13.420108
1990,278.7875,20.19555
1991,57.606228,18.847708
1992,236.20789,7.0641365
1993,21.573761,11.996869
1994,97.86462,12.560948
1995,30.802631,11.941575
1996,15.627329,19.388407
1997,134.49486,14.845048
1998,93.11485,8.9887
1999,78.139946,20.944574
2000,37.032654,12.524277
2001,97.412506,15.694667
2002,31.755636,8.918912
2003,21.091557,12.234771
2004,50.86969,13.1991415
2005,23.520416,22.570816
2006,28.789904,6.487686
2007,74.808365,5.6209607
2008,104.6257,9.273894
2009,55.729263,6.875363
2010,77.846115,5.4821424
2011,100.04913,36.86759
2012,44.09556,3.541204
2013,140.30377,18.246843
2014,125.26962,11.514277
2015,64.03841,12.915612
2016,39.720757,23.272482
2017,47.56685,5.748936
2018,22.729937,8.9149065
2019,29.378576,26.12656
2020,26.350101,5.719296
2021,116.88054,6.5930886
2022,71.44444,11.566094
2023,208.64935,13.169885
2024,136.94386,9.451648
2025,141.25456,5.1643515
2026,15.168671,10.21383
2027,83.15232,5.7298098
2028,48.188366,16.026615
2029,83.73414,21.103737
2030,104.00524,17.185587
2031,221.27483,10.01013
2032,53.881496,10.103169
2033,155.48795,8.07524
2034,49.39028,5.6063476
2035,77.23122,7.240791
2036,150.43024,12.271848
2037,37.701744,7.049615
2038,65.58585,7.4703774
2039,27.260626,8.987948
2040,73.39771,19.34438
2041,153.81628,10.829435
2042,50.374043,7.5284147
2043,96.38039,8.777819
2044,112.20618,18.757065
2045,90.98369,23.437544
