year,R1,R2
1850,268.53232,6.2566934
1851,134.79362,62.09041
1852,227.1937,50.534626
1853,84.884575,16.315977
1854,73.713554,52.306488
1855,108.89769,9.31829
1856,237.96341,25.77475
1857,80.49205,11.830129
1858,67.94566,2.4580092
1859,203.02989,49.389217
1860,233.81505,30.8276
1861,163.82678,11.626171
1862,267.33728,33.700603
1863,239.13252,37.60755
1864,86.66278,34.387394
1865,255.0565,26.52647
1866,121.36076,19.36137
1867,202.14558,25.56682
1868,106.96729,19.628498
1869,173.00859,8.50415
1870,508.59048,13.868692
1871,240.50848,18.280727
1872,102.76788,13.165936
1873,149.06506,12.716417
1874,140.74954,17.395521
1875,92.29573,7.2369604
1876,80.62638,11.566684
1877,112.12868,6.049332
1878,357.15445,7.712881
1879,175.91054,13.897309
1880,544.8273,11.260512
1881,190.00555,10.305363
1882,78.065155,11.36101
1883,121.03666,10.107074
1884,73.51817,12.19594
1885,226.68253,6.4015474
1886,82.26937,26.923891
1887,77.260216,25.608807
1888,119.2006,21.531075
1889,200.32379,11.511066
1890,105.333534,18.114565
1891,176.29985,15.388012
1892,126.77672,13.514259
1893,67.98099,54.878872
1894,130.62794,10.642462
1895,90.862595,12.12349
1896,277.813,10.637185
1897,147.634,20.257717
1898,113.125374,18.24122
1899,170.21748,19.585058
1900,208.21198,4.5687366
1901,266.24637,11.534096
1902,343.47153,5.6110125
1903,80.65736,9.74128
1904,85.6576,10.522604
1905,436.90414,5.581439
1906,94.5585,18.374987
1907,270.61362,15.651168
1908,68.06593,4.0119257
1909,187.59683,13.989594
1910,193.68852,50.27155
1911,70.90295,12.334151
1912,93.53697,3.601721
1913,439.13687,11.301539
1914,139.23065,8.499334
1915,393.60574,4.8572636
1916,377.19376,10.144035
1917,636.6512,4.970931
1918,788.1798,7.2290916
1919,576.83936,7.962631
1920,292.18872,6.2006755
1921,513.5411,7.0387197
1922,203.44713,3.2848616
1923,237.16808,14.262376
1924,493.67722,10.250597
1925,283.4724,28.195724
1926,329.7617,5.8679523
1927,153.43027,7.5078416
1928,104.63991,9.238351
1929,270.3558,10.013121
1930,165.49245,18.728886
1931,166.05617,18.28995
1932,212.62057,8.118365
1933,257.2866,39.921215
1934,196.07195,15.174748
1935,251.59586,13.563486
1936,174.18263,8.477367
1937,77.27168,10.006275
1938,202.00352,29.974447
1939,603.0237,2.2164767
1940,670.0133,8.749014
1941,637.6904,9.524093
1942,224.10278,21.506327
1943,185.37056,14.276212
1944,699.31805,15.950271
1945,177.85806,6.9626255
1946,46.727108,3.9039602
1947,53.429626,11.076079
1948,118.91158,3.9983156
1949,278.96652,9.811838
1950,139.92023,13.553926
1951,339.71472,12.901757
1952,95.65884,11.54073
1953,204.57417,17.23746
1954,513.7412,8.15761
1955,241.80305,9.605415
1956,229.1976,22.338013
1957,406.70966,16.755613
1958,189.10847,18.086681
1959,115.85544,40.663998
1960,63.776257,50.01848
1961,192.89384,30.827969
1962,135.035,5.6521053
1963,198.22766,11.592453
1964,146.00882,6.7423635
1965,57.75548,27.66532
1966,193.89749,5.5073195
1967,207.60245,6.921325
1968,187.67181,4.503143
1969,163.76573,7.7071543
1970,100.679634,6.2791643
1971,134.50131,5.425214
1972,131.88713,11.880632
1973,85.46817,17.093172
1974,578.396,10.689348
